ID#,Marca,Modelo,Versión,Potencia (cv),Puertas,Combustible,CO2,Precio (€),Tracción,Transmisión,Emisiones CO2 (gr/km),Autonomía (km),Consumo (l/100km),Garantía (meses),Motor (cc),Capacidad depósito (lts),N° marchas,Velocidad Máxima (km/h),Aceleración (0-100 km) (s),Revoluciones Potencia Máxima (rpm),Par motor (Nm),Carrocería,Peso (kg),Largo (mm),Ancho (mm),Alto (mm)
2170,Land Rover,Range Rover,3.0I6 Autobiography LWB 4WD...,400,5.0,Gasolina,gris,165510.0,Tracción total,Automática secuencial ,217.0,812.5,12.8,36.0,2996.0,104.0,8,225.0,5.4,6500.0,450.0,Todo Terreno ,1883.0,5200.0,1983.0,1868.0
2171,Land Rover,Range Rover,5.0 V8 Autobiography 4WD Au...,525,5.0,Gasolina,gris,166710.0,Tracción total,Automática secuencial ,294.0,812.5,12.8,36.0,4999.0,104.0,8,225.0,5.4,6000.0,625.0,Todo Terreno ,1883.0,5000.0,1983.0,1869.0
2172,Land Rover,Range Rover,5.0 V8 Autobiography LWB 4W...,525,5.0,Gasolina,gris,172210.0,Tracción total,Automática secuencial ,295.0,812.5,12.8,36.0,4999.0,104.0,8,225.0,5.4,6000.0,625.0,Todo Terreno ,1883.0,5200.0,1983.0,1868.0
2173,Land Rover,Range Rover,5.0 V8 SVAutobiography Dyna...,565,5.0,Gasolina,gris,203810.0,Tracción total,Automática secuencial ,298.0,812.5,12.8,36.0,4999.0,104.0,8,225.0,5.4,6000.0,700.0,Todo Terreno ,1883.0,5000.0,1983.0,1869.0
2174,Land Rover,Range Rover,2.0 i4 PHEV SVAutobiography...,404,5.0,Híbrido,verde,205879.0,Tracción total,Automática secuencial ,75.0,3214.3,2.8,36.0,2000.0,90.0,8,220.0,6.8,5500.0,640.0,Todo Terreno ,1709.0,5000.0,1983.0,1869.0
2175,Land Rover,Range Rover,3.0D SDV6 SVAutobiography L...,275,5.0,Diésel,gris,220110.0,Tracción total,Automática secuencial ,206.0,1246.4,6.9,36.0,2993.0,86.0,8,209.0,8.0,3500.0,625.0,Todo Terreno ,1887.0,5200.0,1983.0,1868.0
2176,Land Rover,Range Rover,3.0I6 SVAutobiography LWB 4...,400,5.0,Gasolina,gris,229010.0,Tracción total,Automática secuencial ,217.0,812.5,12.8,36.0,2996.0,104.0,8,225.0,5.4,6500.0,450.0,Todo Terreno ,1883.0,5200.0,1983.0,1868.0
2177,Land Rover,Range Rover,4.4D SDV8 SVAutobiography L...,339,5.0,Diésel,gris,229010.0,Tracción total,Automática secuencial ,247.0,1023.8,8.4,36.0,4367.0,86.0,8,218.0,6.9,3500.0,740.0,Todo Terreno ,2092.0,5200.0,1983.0,1868.0
2178,Land Rover,Range Rover,5.0 V8 SVAutobiography LWB ...,565,5.0,Gasolina,gris,243010.0,Tracción total,Automática secuencial ,298.0,812.5,12.8,36.0,4999.0,104.0,8,225.0,5.4,6000.0,700.0,Todo Terreno ,1883.0,5200.0,1983.0,1868.0
2179,Land Rover,Range Rover Evoque,Evoque 2.0D Standard FWD 150,150,5.0,Diésel,ambar,31807.0,Tracción delantera,Manual ,143.0,1240.7,5.4,36.0,1999.0,67.0,6,201.0,10.5,2400.0,380.0,Todo Terreno ,1787.0,4371.0,1996.0,1649.0
2180,Land Rover,Range Rover Evoque,Evoque 2.0D R-Dynamic FWD 150,150,5.0,Diésel,ambar,34744.0,Tracción delantera,Manual ,143.0,1240.7,5.4,36.0,1999.0,67.0,6,201.0,10.5,2400.0,380.0,Todo Terreno ,1787.0,4371.0,1996.0,1649.0
2181,Land Rover,Range Rover Evoque,Evoque 2.0D S FWD 150,150,5.0,Diésel,ambar,37264.0,Tracción delantera,Manual ,143.0,1240.7,5.4,36.0,1999.0,67.0,6,201.0,10.5,2400.0,380.0,Todo Terreno ,1787.0,4371.0,1996.0,1649.0
2182,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV Standard AWD Aut. 150,150,5.0,Diésel,ambar,37309.0,Tracción total,Automática secuencial ,142.0,1196.4,5.6,36.0,1999.0,67.0,9,196.0,11.2,2400.0,380.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2183,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV Standard AWD Aut. 200,200,5.0,Gasolina,rojo,39142.0,Tracción total,Automática secuencial ,173.0,870.1,7.7,36.0,1997.0,67.0,9,216.0,8.5,5500.0,320.0,Todo Terreno ,1845.0,4371.0,1996.0,1649.0
2184,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV Standard AWD Aut. 180,180,5.0,Diésel,ambar,39334.0,Tracción total,Automática secuencial ,145.0,1175.4,5.7,36.0,1999.0,67.0,9,205.0,9.3,2400.0,430.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2185,Land Rover,Range Rover Evoque,Evoque 2.0D R-Dynamic S FWD 150,150,5.0,Diésel,ambar,39604.0,Tracción delantera,Manual ,143.0,1240.7,5.4,36.0,1999.0,67.0,6,201.0,10.5,2400.0,380.0,Todo Terreno ,1787.0,4371.0,1996.0,1649.0
2186,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV R-Dynamic AWD Aut. 150,150,5.0,Diésel,ambar,39694.0,Tracción total,Automática secuencial ,142.0,1196.4,5.6,36.0,1999.0,67.0,9,196.0,11.2,2400.0,380.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2187,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV R-Dynamic AWD Aut. 200,200,5.0,Gasolina,rojo,41572.0,Tracción total,Automática secuencial ,173.0,870.1,7.7,36.0,1997.0,67.0,9,216.0,8.5,5500.0,320.0,Todo Terreno ,1845.0,4371.0,1996.0,1649.0
2188,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV R-Dynamic AWD Aut. 180,180,5.0,Diésel,ambar,41674.0,Tracción total,Automática secuencial ,145.0,1175.4,5.7,36.0,1999.0,67.0,9,205.0,9.3,2400.0,430.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2189,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV S AWD Aut. 150,150,5.0,Diésel,ambar,42169.0,Tracción total,Automática secuencial ,142.0,1196.4,5.6,36.0,1999.0,67.0,9,196.0,11.2,2400.0,380.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2190,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV Standard AWD Aut. 240,240,5.0,Diésel,ambar,42934.0,Tracción total,Automática secuencial ,156.0,1080.6,6.2,36.0,1999.0,67.0,9,225.0,7.7,2400.0,500.0,Todo Terreno ,1955.0,4371.0,1996.0,1649.0
2191,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV Standard AWD Aut. 250,249,5.0,Gasolina,rojo,43282.0,Tracción total,Automática secuencial ,176.0,848.1,7.9,36.0,1997.0,67.0,9,230.0,7.5,5500.0,365.0,Todo Terreno ,1893.0,4371.0,1996.0,1649.0
2192,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV S AWD Aut. 200,200,5.0,Gasolina,rojo,44137.0,Tracción total,Automática secuencial ,173.0,870.1,7.7,36.0,1997.0,67.0,9,216.0,8.5,5500.0,320.0,Todo Terreno ,1845.0,4371.0,1996.0,1649.0
2193,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV S AWD Aut. 180,180,5.0,Diésel,ambar,44149.0,Tracción total,Automática secuencial ,145.0,1175.4,5.7,36.0,1999.0,67.0,9,205.0,9.3,2400.0,430.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2194,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV R-Dynamic S AWD Aut. 150,150,5.0,Diésel,ambar,44554.0,Tracción total,Automática secuencial ,142.0,1196.4,5.6,36.0,1999.0,67.0,9,196.0,11.2,2400.0,380.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2195,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV R-Dynamic AWD Aut. 240,240,5.0,Diésel,ambar,45319.0,Tracción total,Automática secuencial ,156.0,1080.6,6.2,36.0,1999.0,67.0,9,225.0,7.7,2400.0,500.0,Todo Terreno ,1955.0,4371.0,1996.0,1649.0
2196,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV R-Dynamic AWD Aut. 250,249,5.0,Gasolina,rojo,45757.0,Tracción total,Automática secuencial ,176.0,848.1,7.9,36.0,1997.0,67.0,9,230.0,7.5,5500.0,365.0,Todo Terreno ,1893.0,4371.0,1996.0,1649.0
2197,Land Rover,Range Rover Evoque,Evoque 1.5 I3 PHEV Standard AWD Auto,308,5.0,Híbrido,verde,46488.0,Tracción total,Automática secuencial ,43.0,3000.0,1.9,36.0,1497.0,57.0,8,213.0,6.4,5500.0,540.0,Todo Terreno ,2157.0,4371.0,1996.0,1649.0
2198,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV R-Dynamic S AWD Aut. 180,180,5.0,Diésel,ambar,46489.0,Tracción total,Automática secuencial ,145.0,1175.4,5.7,36.0,1999.0,67.0,9,205.0,9.3,2400.0,430.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2199,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV R-Dynamic S AWD Aut....,200,5.0,Gasolina,rojo,46522.0,Tracción total,Automática secuencial ,173.0,870.1,7.7,36.0,1997.0,67.0,9,216.0,8.5,5500.0,320.0,Todo Terreno ,1845.0,4371.0,1996.0,1649.0
2200,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV S AWD Aut. 240,240,5.0,Diésel,ambar,47119.0,Tracción total,Automática secuencial ,156.0,1080.6,6.2,36.0,1999.0,67.0,9,225.0,7.7,2400.0,500.0,Todo Terreno ,1955.0,4371.0,1996.0,1649.0
2201,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV SE AWD Aut. 150,150,5.0,Diésel,ambar,47164.0,Tracción total,Automática secuencial ,142.0,1196.4,5.6,36.0,1999.0,67.0,9,196.0,11.2,2400.0,380.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2202,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV S AWD Aut. 250,249,5.0,Gasolina,rojo,47647.0,Tracción total,Automática secuencial ,176.0,848.1,7.9,36.0,1997.0,67.0,9,230.0,7.5,5500.0,365.0,Todo Terreno ,1893.0,4371.0,1996.0,1649.0
2203,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV Standard AWD Aut. 300,300,5.0,Gasolina,rojo,47827.0,Tracción total,Automática secuencial ,185.0,827.2,8.1,36.0,1997.0,67.0,9,242.0,6.6,5500.0,400.0,Todo Terreno ,1925.0,4371.0,1996.0,1649.0
2204,Land Rover,Range Rover Evoque,Evoque 1.5 I3 PHEV R-Dynamic AWD Auto,308,5.0,Híbrido,verde,48815.0,Tracción total,Automática secuencial ,43.0,3000.0,1.9,36.0,1497.0,57.0,8,213.0,6.4,5500.0,540.0,Todo Terreno ,2157.0,4371.0,1996.0,1649.0
2205,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV SE AWD Aut. 180,180,5.0,Diésel,ambar,49144.0,Tracción total,Automática secuencial ,145.0,1175.4,5.7,36.0,1999.0,67.0,9,205.0,9.3,2400.0,430.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2206,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV SE AWD Aut. 200,200,5.0,Gasolina,rojo,49312.0,Tracción total,Automática secuencial ,173.0,870.1,7.7,36.0,1997.0,67.0,9,216.0,8.5,5500.0,320.0,Todo Terreno ,1845.0,4371.0,1996.0,1649.0
2207,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV R-Dynamic S AWD Aut. 240,240,5.0,Diésel,ambar,49504.0,Tracción total,Automática secuencial ,156.0,1080.6,6.2,36.0,1999.0,67.0,9,225.0,7.7,2400.0,500.0,Todo Terreno ,1955.0,4371.0,1996.0,1649.0
2208,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV R-Dynamic SE AWD Aut. 150,150,5.0,Diésel,ambar,49549.0,Tracción total,Automática secuencial ,142.0,1196.4,5.6,36.0,1999.0,67.0,9,196.0,11.2,2400.0,380.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2209,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV R-Dynamic S AWD Aut....,249,5.0,Gasolina,rojo,50122.0,Tracción total,Automática secuencial ,176.0,848.1,7.9,36.0,1997.0,67.0,9,230.0,7.5,5500.0,365.0,Todo Terreno ,1893.0,4371.0,1996.0,1649.0
2210,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV R-Dynamic AWD Aut. 300,300,5.0,Gasolina,rojo,50257.0,Tracción total,Automática secuencial ,185.0,827.2,8.1,36.0,1997.0,67.0,9,242.0,6.6,5500.0,400.0,Todo Terreno ,1925.0,4371.0,1996.0,1649.0
2211,Land Rover,Range Rover Evoque,Evoque 1.5 I3 PHEV S AWD Auto,308,5.0,Híbrido,verde,50668.0,Tracción total,Automática secuencial ,43.0,3000.0,1.9,36.0,1497.0,57.0,8,213.0,6.4,5500.0,540.0,Todo Terreno ,2157.0,4371.0,1996.0,1649.0
2212,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV R-Dynamic SE AWD Aut. 180,180,5.0,Diésel,ambar,51529.0,Tracción total,Automática secuencial ,145.0,1175.4,5.7,36.0,1999.0,67.0,9,205.0,9.3,2400.0,430.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2213,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV R-Dynamic SE AWD Aut...,200,5.0,Gasolina,rojo,51742.0,Tracción total,Automática secuencial ,173.0,870.1,7.7,36.0,1997.0,67.0,9,216.0,8.5,5500.0,320.0,Todo Terreno ,1845.0,4371.0,1996.0,1649.0
2214,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV HSE AWD Aut. 150,150,5.0,Diésel,ambar,51979.0,Tracción total,Automática secuencial ,142.0,1196.4,5.6,36.0,1999.0,67.0,9,196.0,11.2,2400.0,380.0,Todo Terreno ,1891.0,4371.0,1996.0,1649.0
2215,Land Rover,Range Rover Evoque,Evoque 2.0D MHEV SE AWD Aut. 240,240,5.0,Diésel,ambar,52159.0,Tracción total,Automática secuencial ,156.0,1080.6,6.2,36.0,1999.0,67.0,9,225.0,7.7,2400.0,500.0,Todo Terreno ,1955.0,4371.0,1996.0,1649.0
2216,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV S AWD Aut. 300,300,5.0,Gasolina,rojo,52192.0,Tracción total,Automática secuencial ,185.0,827.2,8.1,36.0,1997.0,67.0,9,242.0,6.6,5500.0,400.0,Todo Terreno ,1925.0,4371.0,1996.0,1649.0
2217,Land Rover,Range Rover Evoque,Evoque 2.0 I4 MHEV SE AWD Aut. 250,249,5.0,Gasolina,rojo,52822.0,Tracción total,Automática secuencial ,176.0,848.1,7.9,36.0,1997.0,67.0,9,230.0,7.5,5500.0,365.0,Todo Terreno ,1893.0,4371.0,1996.0,1649.0
2218,Land Rover,Range Rover Evoque,Evoque 1.5 I3 PHEV R-Dynamic S AWD Auto,308,5.0,Híbrido,verde,52900.0,Tracción total,Automática secuencial ,43.0,3000.0,1.9,36.0,1497.0,57.0,8,213.0,6.4,5500.0,540.0,Todo Terreno ,2157.0,4371.0,1996.0,1649.0
2219,Land Rover,Range Rover Sport,RR Sport 3.0SDV6 S Aut. 249,249,5.0,Diésel,rojo,65052.0,Tracción total,Automática secuencial ,199.0,1228.6,7.0,36.0,2993.0,86.0,8,209.0,7.3,4000.0,700.0,Todo Terreno ,2178.0,4879.0,1983.0,1803.0
2220,Land Rover,Range Rover Sport,RR Sport 2.0 Si4 S Aut.,300,5.0,Gasolina,gris,65188.0,Tracción total,Automática secuencial ,219.0,1130.4,9.2,36.0,1997.0,104.0,8,201.0,7.3,5500.0,400.0,Todo Terreno ,2083.0,4879.0,1983.0,1803.0
2221,Land Rover,Range Rover Sport,RR Sport 2.0 Si4 SE Aut.,300,5.0,Gasolina,gris,69328.0,Tracción total,Automática secuencial ,219.0,1130.4,9.2,36.0,1997.0,104.0,8,201.0,7.3,5500.0,400.0,Todo Terreno ,2083.0,4879.0,1983.0,1803.0
2222,Land Rover,Range Rover Sport,RR Sport 3.0SDV6 SE Aut. 249,249,5.0,Diésel,rojo,69524.0,Tracción total,Automática secuencial ,199.0,1228.6,7.0,36.0,2993.0,86.0,8,209.0,7.3,4000.0,700.0,Todo Terreno ,2178.0,4879.0,1983.0,1803.0
2223,Land Rover,Range Rover Sport,RR Sport 3.0SDV6 SE Aut. 306,306,5.0,Diésel,rojo,74654.0,Tracción total,Automática secuencial ,199.0,1228.6,7.0,36.0,2993.0,86.0,8,209.0,7.3,4000.0,700.0,Todo Terreno ,2178.0,4879.0,1983.0,1803.0
2224,Land Rover,Range Rover Sport,RR Sport 2.0 Si4 HSE Aut.,300,5.0,Gasolina,gris,75358.0,Tracción total,Automática secuencial ,217.0,1130.4,9.2,36.0,1997.0,104.0,8,201.0,7.3,5500.0,400.0,Todo Terreno ,2083.0,4879.0,1983.0,1803.0
2225,Land Rover,Range Rover Sport,RR Sport 3.0SDV6 HSE Aut. 249,249,5.0,Diésel,rojo,75374.0,Tracción total,Automática secuencial ,195.0,1228.6,7.0,36.0,2993.0,86.0,8,209.0,7.3,4000.0,700.0,Todo Terreno ,2178.0,4879.0,1983.0,1803.0
2226,Land Rover,Range Rover Sport,RR Sport 3.0SDV6 HSE Dynamic Aut. 249,249,5.0,Diésel,rojo,77894.0,Tracción total,Automática secuencial ,195.0,1228.6,7.0,36.0,2993.0,86.0,8,209.0,7.3,4000.0,700.0,Todo Terreno ,2178.0,4879.0,1983.0,1803.0
2227,Land Rover,Range Rover Sport,RR Sport 3.0SDV6 HSE Aut. 306,306,5.0,Diésel,rojo,80414.0,Tracción total,Automática secuencial ,195.0,1228.6,7.0,36.0,2993.0,86.0,8,209.0,7.3,4000.0,700.0,Todo Terreno ,2178.0,4879.0,1983.0,1803.0
2228,Land Rover,Range Rover Sport,RR Sport 3.0SDV6 SE Aut. 306 (14.75),306,5.0,Diésel,gris,82501.0,Tracción total,Automática secuencial ,202.0,1228.6,7.0,36.0,2993.0,86.0,8,209.0,7.3,4000.0,700.0,Todo Terreno ,2178.0,4879.0,1983.0,1803.0
2229,Land Rover,Range Rover Sport,RR Sport 3.0SDV6 HSE Dynamic Aut. 306,306,5.0,Diésel,rojo,82934.0,Tracción total,Automática secuencial ,195.0,1228.6,7.0,36.0,2993.0,86.0,8,209.0,7.3,4000.0,700.0,Todo Terreno ,2178.0,4879.0,1983.0,1803.0
2230,Land Rover,Range Rover Sport,RR Sport 2.0 Si4 PHEV SE 404,404,5.0,Híbrido,verde,85408.0,Tracción total,Automática secuencial ,69.0,3214.3,2.8,36.0,1997.0,90.0,8,220.0,6.7,5500.0,640.0,Todo Terreno ,2471.0,4879.0,1983.0,1803.0
2231,Land Rover,Range Rover Sport,RR Sport 3.0 I6 MHEV SE Aut.,400,5.0,Gasolina,gris,85618.0,Tracción total,Automática secuencial ,209.0,1118.3,9.3,36.0,2996.0,104.0,8,225.0,6.2,6500.0,450.0,Todo Terreno ,2405.0,4879.0,1983.0,1803.0
2232,Land Rover,Range Rover Sport,RR Sport 3.0SDV6 HSE Aut. 306 (14.75),306,5.0,Diésel,gris,88481.0,Tracción total,Automática secuencial ,202.0,1228.6,7.0,36.0,2993.0,86.0,8,209.0,7.3,4000.0,700.0,Todo Terreno ,2178.0,4879.0,1983.0,1803.0
2233,Land Rover,Range Rover Sport,RR Sport 2.0 Si4 PHEV HSE 404,404,5.0,Híbrido,verde,89968.0,Tracción total,Automática secuencial ,69.0,3214.3,2.8,36.0,1997.0,90.0,8,220.0,6.7,5500.0,640.0,Todo Terreno ,2471.0,4879.0,1983.0,1803.0
2234,Land Rover,Range Rover Sport,RR Sport 3.0SDV6 HSE Dynamic Aut. 306 (...,306,5.0,Diésel,gris,91097.0,Tracción total,Automática secuencial ,202.0,1228.6,7.0,36.0,2993.0,86.0,8,209.0,7.3,4000.0,700.0,Todo Terreno ,2178.0,4879.0,1983.0,1803.0
2235,Land Rover,Range Rover Sport,RR Sport 3.0 I6 MHEV HSE Aut.,400,5.0,Gasolina,gris,91558.0,Tracción total,Automática secuencial ,209.0,1118.3,9.3,36.0,2996.0,104.0,8,225.0,6.2,6500.0,450.0,Todo Terreno ,2405.0,4879.0,1983.0,1803.0
2236,Land Rover,Range Rover Sport,RR Sport 2.0 Si4 PHEV HSE Dynamic 404,404,5.0,Híbrido,verde,92818.0,Tracción total,Automática secuencial ,69.0,3214.3,2.8,36.0,1997.0,90.0,8,220.0,6.7,5500.0,640.0,Todo Terreno ,2471.0,4879.0,1983.0,1803.0
2237,Land Rover,Range Rover Sport,RR Sport 3.0 I6 MHEV HSE Dynamic Aut.,400,5.0,Gasolina,gris,94258.0,Tracción total,Automática secuencial ,209.0,1118.3,9.3,36.0,2996.0,104.0,8,225.0,6.2,6500.0,450.0,Todo Terreno ,2405.0,4879.0,1983.0,1803.0
2238,Land Rover,Range Rover Sport,RR Sport 4.4SDV8 HSE Dynamic Aut.,339,5.0,Diésel,gris,94258.0,Tracción total,Automática secuencial ,242.0,1023.8,8.4,36.0,4367.0,86.0,8,209.0,6.9,3500.0,740.0,Todo Terreno ,2443.0,4879.0,1983.0,1803.0
2239,Land Rover,Range Rover Sport,RR Sport 3.0SDV6 Autobiography Dynamic ...,306,5.0,Diésel,rojo,95894.0,Tracción total,Automática secuencial ,195.0,1228.6,7.0,36.0,2993.0,86.0,8,209.0,7.3,4000.0,700.0,Todo Terreno ,2178.0,4879.0,1983.0,1803.0
2240,Land Rover,Range Rover Sport,RR Sport 5.0 V8 SC HSE Dynamic 525 Aut.,525,5.0,Gasolina,gris,97858.0,Tracción total,Automática secuencial ,288.0,812.5,12.8,36.0,5000.0,104.0,8,225.0,5.3,6000.0,625.0,Todo Terreno ,2323.0,4879.0,1983.0,1803.0
2241,Land Rover,Range Rover Sport,RR Sport 3.0 I6 HST Aut.,400,5.0,Gasolina,gris,98398.0,Tracción total,Automática secuencial ,209.0,1118.3,9.3,36.0,2996.0,104.0,8,225.0,6.2,6500.0,450.0,Todo Terreno ,2405.0,4879.0,1983.0,1803.0
2242,Land Rover,Range Rover Sport,RR Sport 3.0SDV6 Autobiography Dynamic ...,306,5.0,Diésel,gris,104542.0,Tracción total,Automática secuencial ,202.0,1228.6,7.0,36.0,2993.0,86.0,8,209.0,7.3,4000.0,700.0,Todo Terreno ,2178.0,4879.0,1983.0,1803.0
2243,Land Rover,Range Rover Sport,RR Sport 2.0 Si4 PHEV Autobiography Dyn...,404,5.0,Híbrido,verde,105453.0,Tracción total,Automática secuencial ,69.0,3214.3,2.8,36.0,1997.0,90.0,8,220.0,6.7,5500.0,640.0,Todo Terreno ,2471.0,4879.0,1983.0,1803.0
2244,Land Rover,Range Rover Sport,RR Sport 4.4SDV8 Autobiography Dynamic ...,339,5.0,Diésel,gris,107578.0,Tracción total,Automática secuencial ,242.0,1023.8,8.4,36.0,4367.0,86.0,8,209.0,6.9,3500.0,740.0,Todo Terreno ,2443.0,4879.0,1983.0,1803.0
2245,Land Rover,Range Rover Sport,RR Sport 5.0 V8 SC Autobiography Dynami...,525,5.0,Gasolina,gris,110998.0,Tracción total,Automática secuencial ,288.0,812.5,12.8,36.0,5000.0,104.0,8,225.0,5.3,6000.0,625.0,Todo Terreno ,2323.0,4879.0,1983.0,1803.0
2246,Land Rover,Range Rover Sport,RR Sport 5.0 V8 SC SVR Aut.,575,5.0,Gasolina,gris,133588.0,Tracción total,Automática secuencial ,290.0,812.5,12.8,36.0,5000.0,104.0,8,280.0,4.5,6000.0,700.0,Todo Terreno ,2310.0,4879.0,1983.0,1803.0
2247,Land Rover,Range Rover Velar,Velar 2.0D Standard 4WD Aut. 180,180,5.0,Diésel,ambar,49327.0,Tracción total,Automática secuencial ,152.0,1166.7,5.4,24.0,1999.0,63.0,8,209.0,8.9,4000.0,430.0,Todo Terreno ,1829.0,4803.0,2032.0,1665.0
2248,Land Rover,Range Rover Velar,Velar 2.0 Standard 4WD Aut. 250,250,5.0,Gasolina,rojo,51534.0,Tracción total,Automática secuencial ,173.0,828.9,7.6,24.0,1997.0,63.0,8,217.0,6.7,5500.0,365.0,Todo Terreno ,1804.0,4803.0,2032.0,1665.0
2249,Land Rover,Range Rover Velar,Velar 2.0D R-Dynamic Base 4WD Aut. 180,180,5.0,Diésel,ambar,52742.0,Tracción total,Automática secuencial ,152.0,1166.7,5.4,24.0,1999.0,63.0,8,209.0,8.9,4000.0,430.0,Todo Terreno ,1829.0,4803.0,2032.0,1665.0
2250,Land Rover,Range Rover Velar,Velar 2.0 R-Dynamic Base 4WD Aut. 250,250,5.0,Gasolina,rojo,54864.0,Tracción total,Automática secuencial ,173.0,828.9,7.6,24.0,1997.0,63.0,8,217.0,6.7,5500.0,365.0,Todo Terreno ,1804.0,4803.0,2032.0,1665.0
2251,Land Rover,Range Rover Velar,Velar 2.0 Standard 4WD Aut. 300,300,5.0,Gasolina,rojo,54954.0,Tracción total,Automática secuencial ,182.0,807.7,7.8,24.0,1997.0,63.0,8,234.0,5.7,5500.0,400.0,Todo Terreno ,1813.0,4803.0,2032.0,1665.0
2252,Land Rover,Range Rover Velar,Velar 2.0D Standard 4WD Aut. 240,240,5.0,Diésel,rojo,55674.0,Tracción total,Automática secuencial ,165.0,1086.2,5.8,24.0,1999.0,63.0,8,217.0,7.3,4000.0,500.0,Todo Terreno ,1841.0,4803.0,2032.0,1665.0
2253,Land Rover,Range Rover Velar,Velar 2.0D S 4WD Aut. 180,180,5.0,Diésel,ambar,55802.0,Tracción total,Automática secuencial ,152.0,1166.7,5.4,24.0,1999.0,63.0,8,209.0,8.9,4000.0,430.0,Todo Terreno ,1829.0,4803.0,2032.0,1665.0
2254,Land Rover,Range Rover Velar,Velar 3.0D Standard 4WD Aut. 275,275,5.0,Diésel,rojo,58014.0,Tracción total,Automática secuencial ,169.0,1031.3,6.4,24.0,2993.0,66.0,8,218.0,7.0,3500.0,625.0,Todo Terreno ,1959.0,4803.0,2032.0,1665.0
2255,Land Rover,Range Rover Velar,Velar 2.0 S 4WD Aut. 250,250,5.0,Gasolina,rojo,58014.0,Tracción total,Automática secuencial ,173.0,828.9,7.6,24.0,1997.0,63.0,8,217.0,6.7,5500.0,365.0,Todo Terreno ,1804.0,4803.0,2032.0,1665.0
2256,Land Rover,Range Rover Velar,Velar 2.0 R-Dynamic Base 4WD Aut. 300,300,5.0,Gasolina,rojo,58374.0,Tracción total,Automática secuencial ,182.0,807.7,7.8,24.0,1997.0,63.0,8,234.0,5.7,5500.0,400.0,Todo Terreno ,1813.0,4803.0,2032.0,1665.0
2257,Land Rover,Range Rover Velar,Velar 2.0D R-Dynamic Base 4WD Aut. 240,240,5.0,Diésel,rojo,59004.0,Tracción total,Automática secuencial ,165.0,1086.2,5.8,24.0,1999.0,63.0,8,217.0,7.3,4000.0,500.0,Todo Terreno ,1841.0,4803.0,2032.0,1665.0
2258,Land Rover,Range Rover Velar,Velar 2.0D R-Dynamic S 4WD Aut. 180,180,5.0,Diésel,ambar,59042.0,Tracción total,Automática secuencial ,152.0,1166.7,5.4,24.0,1999.0,63.0,8,209.0,8.9,4000.0,430.0,Todo Terreno ,1829.0,4803.0,2032.0,1665.0
2259,Land Rover,Range Rover Velar,Velar 2.0D SE 4WD Aut. 180,180,5.0,Diésel,ambar,59492.0,Tracción total,Automática secuencial ,152.0,1166.7,5.4,24.0,1999.0,63.0,8,209.0,8.9,4000.0,430.0,Todo Terreno ,1829.0,4803.0,2032.0,1665.0
