ID#,Marca,Modelo,Versión,Potencia (cv),Puertas,Combustible,CO2,Precio (€),Tracción,Transmisión,Emisiones CO2 (gr/km),Autonomía (km),Consumo (l/100km),Garantía (meses),Motor (cc),Capacidad depósito (lts),N° marchas,Velocidad Máxima (km/h),Aceleración (0-100 km) (s),Revoluciones Potencia Máxima (rpm),Par motor (Nm),Carrocería,Peso (kg),Largo (mm),Ancho (mm),Alto (mm)
1036,Fiat,Ducato,Fg. 35 2.3Mjt L2 H1 120CV,120,4.0,Diésel,rojo,34769.0,Tracción delantera,Manual ,186.0,1475.4,6.1,24.0,2287.0,90.0,6,155.0,12.131521739130434,2750.0,320.0,Furgon ,1860.0,5413.0,2050.0,2254.0
1037,Fiat,Ducato,Fg. 33 2.3Mjt L2 H2 120CV,120,4.0,Diésel,rojo,34890.0,Tracción delantera,Manual ,186.0,1428.6,6.3,24.0,2287.0,90.0,6,150.0,12.131521739130434,2750.0,320.0,Furgon ,1925.0,5413.0,2050.0,2524.0
1038,Fiat,Ducato,Ch.Cb.35 2.3Mjt L3 H1 140CV,140,2.0,Diésel,rojo,35181.0,Tracción delantera,Manual ,189.0,1232.9,7.3,24.0,2287.0,90.0,6,155.0,12.131521739130434,3500.0,350.0,Chasis ,1635.0,5708.0,2050.0,2254.0
1039,Fiat,Ducato,Ch.Cb.Maxi 35 2.3Mjt L3 H1 140CV,140,2.0,Diésel,rojo,35181.0,Tracción delantera,Manual ,189.0,1232.9,7.3,24.0,2287.0,90.0,6,157.0,12.131521739130434,3500.0,350.0,Chasis ,1695.0,6093.0,2050.0,2424.0
1040,Fiat,Ducato,Fg. 35 2.3Mjt L1 H1 140CV,140,4.0,Diésel,rojo,35253.0,Tracción delantera,Manual ,186.0,1475.4,6.1,24.0,2287.0,90.0,6,155.0,12.131521739130434,350.0,350.0,Furgon ,1860.0,4963.0,2050.0,2254.0
1041,Fiat,Ducato,Fg. 33 2.3Mjt L2 H2 Semiacristal...,120,4.0,Diésel,rojo,35314.0,Tracción delantera,Manual ,186.0,1428.6,6.3,24.0,2287.0,90.0,6,150.0,12.131521739130434,2750.0,320.0,Furgon ,1925.0,5413.0,2050.0,2524.0
1042,Fiat,Ducato,Fg. 33 2.3Mjt L1 H2 140CV,140,4.0,Diésel,rojo,35374.0,Tracción delantera,Manual ,186.0,1475.4,6.1,24.0,2287.0,90.0,6,150.0,12.131521739130434,3500.0,350.0,Furgon ,1890.0,4963.0,2050.0,2522.0
1043,Fiat,Ducato,Fg. 35 2.3Mjt L2 H2 120CV,120,4.0,Diésel,rojo,35495.0,Tracción delantera,Manual ,186.0,1475.4,6.1,24.0,2287.0,90.0,6,155.0,12.131521739130434,2750.0,320.0,Furgon ,1860.0,5413.0,2050.0,2524.0
1044,Fiat,Ducato,Fg. 33 2.3Mjt L1 H1 Acristalado ...,140,4.0,Diésel,rojo,35495.0,Tracción delantera,Manual ,186.0,1475.4,6.1,24.0,2287.0,90.0,6,155.0,12.131521739130434,3500.0,350.0,Furgon ,1860.0,4963.0,2050.0,2254.0
1045,Fiat,Ducato,Fg. 33 2.3Mjt L2 H1 140CV,140,4.0,Diésel,rojo,35495.0,Tracción delantera,Manual ,186.0,1428.6,6.3,24.0,2287.0,90.0,6,155.0,12.131521739130434,3500.0,350.0,Furgon ,1900.0,5413.0,2050.0,2254.0
1046,Fiat,Ducato,Ch.Cb.Maxi 35 2.3Mjt L2-L3 H1 160CV,160,2.0,Diésel,rojo,35556.0,Tracción delantera,Manual ,197.0,1232.9,7.3,24.0,2287.0,90.0,6,155.0,12.131521739130434,3500.0,400.0,Chasis ,1685.0,5743.0,2050.0,2424.0
1047,Fiat,Ducato,Fg. 33 2.3Mjt L3 H2 120CV,120,4.0,Diésel,rojo,35907.0,Tracción delantera,Manual ,186.0,1475.4,6.1,24.0,2287.0,90.0,6,155.0,12.131521739130434,2750.0,320.0,Furgon ,1860.0,5998.0,2050.0,2524.0
1048,Fiat,Ducato,Fg. 35 2.3Mjt L2 H2 Semiacristal...,120,4.0,Diésel,rojo,35919.0,Tracción delantera,Manual ,186.0,1475.4,6.1,24.0,2287.0,90.0,6,155.0,12.131521739130434,2750.0,320.0,Furgon ,1860.0,5413.0,2050.0,2524.0
1049,Fiat,Ducato,Fg. 35 2.3Mjt L1 H2 140CV,140,4.0,Diésel,rojo,35979.0,Tracción delantera,Manual ,186.0,1475.4,6.1,24.0,2287.0,90.0,6,155.0,12.131521739130434,350.0,350.0,Furgon ,1860.0,4963.0,2050.0,2524.0
1050,Fiat,Ducato,Fg. 35 2.3Mjt L2 H1 140CV,140,4.0,Diésel,rojo,36100.0,Tracción delantera,Manual ,186.0,1475.4,6.1,24.0,2287.0,90.0,6,155.0,12.131521739130434,350.0,350.0,Furgon ,1860.0,5413.0,2050.0,2254.0
1051,Fiat,Ducato,Ch.Cb.Maxi 35 2.3Mjt L3 H1 160CV,160,2.0,Diésel,rojo,36209.0,Tracción delantera,Manual ,197.0,1232.9,7.3,24.0,2287.0,90.0,6,157.0,12.131521739130434,3500.0,400.0,Chasis ,1695.0,6093.0,2050.0,2424.0
1052,Fiat,Ducato,Fg. 33 2.3Mjt L2 H2 140CV,140,4.0,Diésel,rojo,36221.0,Tracción delantera,Manual ,186.0,1428.6,6.3,24.0,2287.0,90.0,6,150.0,12.131521739130434,3500.0,350.0,Furgon ,1925.0,5413.0,2050.0,2524.0
1053,Fiat,Ducato M1,Ducato Combi 30 2.3 Multijet VGT SCR L1...,140,5.0,Diésel,rojo,40356.0,Tracción delantera,Manual ,173.0,1153.8,6.5,24.0,2287.0,75.0,6,156.0,12.131521739130434,3600.0,350.0,Monovolumen ,1895.0,4963.0,2050.0,2254.0
1054,Fiat,Ducato M1,Ducato Combi 30 Semiacristado 2.3 Multi...,140,5.0,Diésel,rojo,40356.0,Tracción delantera,Manual ,173.0,1153.8,6.5,24.0,2287.0,75.0,6,156.0,12.131521739130434,3600.0,350.0,Monovolumen ,1895.0,4963.0,2050.0,2254.0
1055,Fiat,Ducato M1,Ducato Combi 33 2.3 Multijet L1 140CV,140,5.0,Diésel,rojo,41271.0,Tracción delantera,Manual ,173.0,1136.4,6.6,24.0,2287.0,75.0,6,156.0,12.131521739130434,3600.0,350.0,Monovolumen ,1935.0,4963.0,2050.0,2254.0
1056,Fiat,Ducato M1,Ducato Combi 33 2.3 Multijet VGT SCR L2...,140,5.0,Diésel,rojo,42971.0,Tracción delantera,Manual ,173.0,1136.4,6.6,24.0,2287.0,75.0,6,156.0,12.131521739130434,3600.0,350.0,Monovolumen ,1935.0,5413.0,2050.0,2524.0
1057,Fiat,Ducato M1,Ducato Combi 33 Semiacristalado 2.3Mjet...,140,5.0,Diésel,rojo,42971.0,Tracción delantera,Manual ,173.0,1136.4,6.6,24.0,2287.0,75.0,6,156.0,12.131521739130434,3600.0,350.0,Monovolumen ,1935.0,5413.0,2050.0,2524.0
1058,Fiat,Ducato M1,Ducato Panorama 30 2.3 Multijet VGT SCR...,140,5.0,Diésel,rojo,45324.0,Tracción delantera,Manual ,173.0,1153.8,6.5,24.0,2287.0,75.0,6,167.70157068062827,12.131521739130434,3600.0,350.0,Monovolumen ,1950.0,4963.0,2050.0,2254.0
1059,Fiat,Ducato M1,Ducato Panorama 33 2.3 Multijet VGT SCR...,140,5.0,Diésel,rojo,47939.0,Tracción delantera,Manual ,173.0,1136.4,6.6,24.0,2287.0,75.0,6,156.0,12.131521739130434,3600.0,350.0,Monovolumen ,1935.0,5413.0,2050.0,2524.0
1060,Fiat,Ducato M1,Ducato Combi 33 2.3 Multijet L2 180CV,177,5.0,Diésel,rojo,49639.0,Tracción delantera,Manual ,173.0,1136.4,6.6,24.0,2287.0,75.0,6,156.0,12.131521739130434,3500.0,400.0,Monovolumen ,1935.0,5413.0,2050.0,2524.0
1061,Fiat,Ducato M1,Ducato Combi 35 3.0 Natural Power L2 136CV,136,5.0,Combustibles Alternativos,rojo,50031.0,Tracción delantera,Manual ,173.0,227.3,6.6,24.0,2999.0,15.0,6,159.0,12.131521739130434,3500.0,350.0,Monovolumen ,2310.0,5413.0,2050.0,2524.0
1062,Fiat,Ducato M1,Ducato Panorama 33 2.3 Multijet L2 H2 1...,177,5.0,Diésel,rojo,54608.0,Tracción delantera,Manual ,173.0,1136.4,6.6,24.0,2287.0,75.0,6,156.0,12.131521739130434,3500.0,400.0,Monovolumen ,1935.0,5413.0,2050.0,2524.0
1063,Fiat,Ducato M1,Ducato Panorama 35 3.0 Natural Power L2...,136,5.0,Combustibles Alternativos,rojo,55000.0,Tracción delantera,Manual ,173.0,227.3,6.6,24.0,2999.0,15.0,6,159.0,12.131521739130434,3500.0,350.0,Monovolumen ,2310.0,5413.0,2050.0,2524.0
1064,Fiat,Ducato M1,Ducato Shuttle 33 2.3 Multijet L3 H2 140CV,140,5.0,Diésel,rojo,55667.0,Tracción delantera,Manual ,183.0,1087.0,6.9,24.0,2287.0,75.0,6,153.0,12.131521739130434,3600.0,350.0,Monovolumen ,2010.0,5998.0,2050.0,2524.0
1065,Fiat,Ducato M1,Ducato Shuttle 35 2.3 Multijet L3 H2 140CV,140,5.0,Diésel,rojo,56582.0,Tracción delantera,Manual ,183.0,1087.0,6.9,24.0,2287.0,75.0,6,153.0,12.131521739130434,3600.0,350.0,Monovolumen ,2010.0,5998.0,2050.0,2524.0
1066,Fiat,Ducato M1,Ducato Shuttle 33 2.3 Multijet L3 H2 180CV,177,5.0,Diésel,rojo,62335.0,Tracción delantera,Manual ,183.0,1087.0,6.9,24.0,2287.0,75.0,6,156.0,12.131521739130434,3500.0,400.0,Monovolumen ,2010.0,5998.0,2050.0,2524.0
1067,Fiat,Ducato M1,Ducato Shuttle 35 2.3 Multijet L3 H2 180CV,177,5.0,Diésel,rojo,63250.0,Tracción delantera,Manual ,183.0,1087.0,6.9,24.0,2287.0,75.0,6,156.0,12.131521739130434,3500.0,400.0,Monovolumen ,2010.0,5998.0,2050.0,2524.0
1068,Fiat,Fiorino Comercial,Fiorino Cargo 1.4 Natural Power Base,70,3.0,Combustibles Alternativos,ambar,18035.0,Tracción delantera,Manual ,132.0,1022.7,4.4,24.0,1368.0,45.0,5,149.0,12.131521739130434,6000.0,140.0,Furgon ,1180.0,3864.0,1716.0,1721.0
1069,Fiat,Fiorino Comercial,Fiorino Cargo 1.3Mjt Base 59kW,80,3.0,Diésel,ambar,19160.0,Tracción delantera,Manual ,121.0,865.4,5.2,24.0,1248.0,45.0,5,162.0,12.131521739130434,4000.0,200.0,Furgon ,1070.0,3864.0,1716.0,1721.0
1070,Fiat,Fiorino Comercial,Fiorino Cargo 1.3Mjt Base 70kW,95,3.0,Diésel,ambar,19548.0,Tracción delantera,Manual ,121.0,865.4,5.2,24.0,1248.0,45.0,5,157.0,12.131521739130434,4000.0,200.0,Furgon ,1070.0,3864.0,1716.0,1721.0
1071,Fiat,Fiorino Comercial,Fiorino Cargo 1.4 Natural Power SX,70,3.0,Combustibles Alternativos,ambar,19729.0,Tracción delantera,Manual ,132.0,1022.7,4.4,24.0,1368.0,45.0,5,149.0,12.131521739130434,6000.0,140.0,Furgon ,1180.0,3864.0,1716.0,1721.0
1072,Fiat,Fiorino Comercial,Fiorino Combi 1.3Mjt SX,80,5.0,Diésel,ambar,20854.0,Tracción delantera,Manual ,121.0,865.4,5.2,24.0,1248.0,45.0,5,157.0,12.131521739130434,4000.0,190.0,Combi ,1300.0,3864.0,1716.0,1721.0
1073,Fiat,Fiorino Comercial,Fiorino Cargo 1.3Mjt SX 59kW,80,3.0,Diésel,ambar,20854.0,Tracción delantera,Manual ,121.0,865.4,5.2,24.0,1248.0,45.0,5,162.0,12.131521739130434,4000.0,200.0,Furgon ,1070.0,3864.0,1716.0,1721.0
1074,Fiat,Fiorino Comercial,Fiorino Cargo 1.3Mjt SX 70kW,95,3.0,Diésel,ambar,21242.0,Tracción delantera,Manual ,121.0,865.4,5.2,24.0,1248.0,45.0,5,157.0,12.131521739130434,4000.0,200.0,Furgon ,1070.0,3864.0,1716.0,1721.0
1075,Fiat,Panda,1.2 Pop,69,5.0,Gasolina,verde,11906.0,Tracción delantera,Manual ,118.0,685.2,5.4,24.0,1242.0,37.0,5,164.0,14.8,5500.0,102.0,Berlina ,1055.0,3653.0,1643.0,1551.0
1076,Fiat,Panda,1.2 Easy,69,5.0,Gasolina,verde,12406.0,Tracción delantera,Manual ,118.0,685.2,5.4,24.0,1242.0,37.0,5,164.0,14.8,5500.0,102.0,Berlina ,1055.0,3653.0,1643.0,1551.0
1077,Fiat,Panda,1.2 Lounge,69,5.0,Gasolina,verde,13306.0,Tracción delantera,Manual ,118.0,685.2,5.4,24.0,1242.0,37.0,5,164.0,14.8,5500.0,102.0,Berlina ,1055.0,3653.0,1643.0,1551.0
1078,Fiat,Panda,1.2 City Cross 4x2,69,5.0,Gasolina,ambar,14634.0,Tracción delantera,Manual ,129.0,603.4,5.8,24.0,1242.0,35.0,5,155.0,14.8,5500.0,102.0,Berlina ,1075.0,3686.0,1662.0,1635.0
1079,Fiat,Panda,1.0 Gse Hybrid City Cross,70,5.0,Gasolina,verde,14656.0,Tracción delantera,Manual ,89.0,881.0,4.2,24.0,999.0,37.0,6,167.70157068062827,12.131521739130434,6000.0,92.0,Berlina ,1055.0,3653.0,1643.0,1551.0
1080,Fiat,Panda,1.2 Gasolina-GLP Lounge,69,5.0,Combustibles Alternativos,verde,15706.0,Tracción delantera,Manual ,116.0,660.7,5.6,24.0,1242.0,37.0,5,164.0,14.5,5500.0,102.0,Berlina ,1075.0,3653.0,1643.0,1551.0
1081,Fiat,Panda,1.0 Gse Hybrid Launch Edition,70,5.0,Gasolina,verde,16056.0,Tracción delantera,Manual ,89.0,881.0,4.2,24.0,999.0,37.0,6,167.70157068062827,12.131521739130434,6000.0,92.0,Berlina ,1055.0,3653.0,1643.0,1551.0
1082,Fiat,Panda,1.2 Trussardi 4x2,69,5.0,Gasolina,ambar,16134.0,Tracción delantera,Manual ,129.0,603.4,5.8,24.0,1242.0,35.0,5,155.0,14.8,5500.0,102.0,Berlina ,1075.0,3686.0,1662.0,1635.0
1083,Fiat,Panda,1.0 Gse Hybrid Trussardi,70,5.0,Gasolina,verde,16156.0,Tracción delantera,Manual ,89.0,881.0,4.2,24.0,999.0,37.0,6,167.70157068062827,12.131521739130434,6000.0,92.0,Berlina ,1055.0,3653.0,1643.0,1551.0
1084,Fiat,Panda,0.9 TwinAir Cross 4x4,85,5.0,Gasolina,verde,21256.0,Tracción total,Manual ,117.0,614.0,5.7,24.0,875.0,35.0,6,164.0,12.7,5500.0,145.0,Berlina ,1165.0,3705.0,1662.0,1657.0
1085,Fiat,Panda Van,1.0 GSE Hybrid 52kW,70,5.0,Gasolina,verde,16940.0,Tracción total,Manual ,89.0,897.4,3.9,24.0,999.0,35.0,5,163.0,12.8,6000.0,92.0,Furgon ,600.0,3653.0,1643.0,1551.0
1086,Fiat,Panda Van,0.9 GNC 59kW,80,5.0,Combustibles Alternativos,ambar,18150.0,Tracción delantera,Manual ,125.0,760.9,4.6,24.0,875.0,35.0,6,170.0,12.0,5500.0,145.0,Furgon ,615.0,3653.0,1643.0,1551.0
1087,Fiat,Panda Van,Panda Combi 1.0 GSE Hybrid 52kW,70,5.0,Gasolina,verde,18150.0,Tracción total,Manual ,89.0,897.4,3.9,24.0,999.0,35.0,5,163.0,12.8,6000.0,92.0,Combi ,600.0,3653.0,1643.0,1551.0
1088,Fiat,Talento,"Fg. 2.0 Mjt S&S Corto 1,0 88kW",120,4.0,Diésel,rojo,31242.0,Tracción delantera,Manual ,168.0,1250.0,6.4,24.0,1998.0,80.0,6,154.0,12.131521739130434,3500.0,300.0,Furgon ,1726.0,4999.0,1956.0,1971.0
1089,Fiat,Talento,Ch. Cb. 2.0 Multijet S&S Largo ...,145,2.0,Diésel,rojo,31484.0,Tracción delantera,Manual ,178.0,1159.4,6.9,24.0,1998.0,80.0,6,167.70157068062827,12.131521739130434,3500.0,300.0,Chasis ,1538.0,5248.0,1956.0,1971.0
1090,Fiat,Talento,"Fg. 2.0 Mjt S&S Corto 1,2 88kW",120,4.0,Diésel,rojo,31484.0,Tracción delantera,Manual ,168.0,1250.0,6.4,24.0,1998.0,80.0,6,166.0,12.131521739130434,3500.0,300.0,Furgon ,1726.0,4999.0,1956.0,1971.0
1091,Fiat,Talento,"Fg. 2.0 Mjt S&S Largo 1,2 88kW",120,4.0,Diésel,rojo,31968.0,Tracción delantera,Manual ,168.0,1250.0,6.4,24.0,1998.0,80.0,6,166.0,12.131521739130434,3500.0,300.0,Furgon ,1781.0,5399.0,1956.0,1971.0
1092,Fiat,Talento,"Fg. 2.0 Mjt S&S Corto 1,0 107kW",145,4.0,Diésel,ambar,32210.0,Tracción delantera,Manual ,157.0,1355.9,5.9,24.0,1998.0,80.0,6,154.0,12.131521739130434,3500.0,340.0,Furgon ,1726.0,4999.0,1956.0,1971.0
1093,Fiat,Talento,"Fg. 2.0 Mjt S&S Corto 1,2 107kW",145,4.0,Diésel,ambar,32452.0,Tracción delantera,Manual ,157.0,1355.9,5.9,24.0,1998.0,80.0,6,166.0,12.131521739130434,3500.0,340.0,Furgon ,1726.0,4999.0,1956.0,1971.0
1094,Fiat,Talento,Ch. Cb. 2.0 Multijet S&S Largo ...,170,2.0,Diésel,rojo,32513.0,Tracción delantera,Manual ,178.0,1159.4,6.9,24.0,1998.0,80.0,6,167.70157068062827,12.131521739130434,3500.0,300.0,Chasis ,1538.0,5248.0,1956.0,1971.0
1095,Fiat,Talento,"Fg. 2.0 Mjt S&S Largo 1,2 107kW",145,4.0,Diésel,ambar,32936.0,Tracción delantera,Manual ,157.0,1355.9,5.9,24.0,1998.0,80.0,6,166.0,12.131521739130434,3500.0,300.0,Furgon ,1781.0,5399.0,1956.0,1971.0
1096,Fiat,Talento,"Fg. 2.0 Mjt S&S Corto 1,2 Techo...",145,4.0,Diésel,ambar,33299.0,Tracción delantera,Manual ,157.0,1355.9,5.9,24.0,1998.0,80.0,6,166.0,12.131521739130434,3500.0,340.0,Furgon ,1726.0,4999.0,1956.0,2493.0
1097,Fiat,Talento,"Fg. 2.0 Mjt S&S Corto 1,2 125kW",170,4.0,Diésel,ambar,33481.0,Tracción delantera,Manual ,157.0,1250.0,6.4,24.0,1998.0,80.0,6,166.0,12.131521739130434,3500.0,340.0,Furgon ,1726.0,4999.0,1956.0,1971.0
1098,Fiat,Talento,"Fg. Sem. 2.0 Mjt S&S Corto 1,2 ...",120,4.0,Diésel,rojo,33723.0,Tracción delantera,Manual ,168.0,1250.0,6.4,24.0,1998.0,80.0,6,166.0,12.131521739130434,3500.0,300.0,Furgon ,1726.0,4999.0,1956.0,1971.0
1099,Fiat,Talento,"Fg. 2.0 Mjt S&S Largo 1,2 Techo...",145,4.0,Diésel,ambar,33783.0,Tracción delantera,Manual ,157.0,1355.9,5.9,24.0,1998.0,80.0,6,166.0,12.131521739130434,3500.0,300.0,Furgon ,1781.0,5399.0,1956.0,2493.0
1100,Fiat,Talento,"Fg. 2.0 Mjt S&S Largo 1,2 125kW",170,4.0,Diésel,ambar,33965.0,Tracción delantera,Manual ,157.0,1355.9,5.9,24.0,1998.0,80.0,6,166.0,12.131521739130434,3500.0,300.0,Furgon ,1781.0,5399.0,1956.0,1971.0
1101,Fiat,Talento,"Fg. Sem. 2.0 Mjt S&S Largo 1,2 ...",120,4.0,Diésel,rojo,34207.0,Tracción delantera,Manual ,168.0,1250.0,6.4,24.0,1998.0,80.0,6,166.0,12.131521739130434,3500.0,300.0,Furgon ,1797.0,5399.0,1956.0,1971.0
1102,Fiat,Talento,"Fg. 2.0 Mjt S&S Largo 1,2 Techo...",170,4.0,Diésel,ambar,34812.0,Tracción delantera,Manual ,157.0,1355.9,5.9,24.0,1998.0,80.0,6,166.0,12.131521739130434,3500.0,300.0,Furgon ,1781.0,5399.0,1956.0,2493.0
1103,Fiat,Talento,"Fg. Sem. 2.0 Mjt S&S Largo 1,2 ...",145,4.0,Diésel,ambar,35175.0,Tracción delantera,Manual ,157.0,1355.9,5.9,24.0,1998.0,80.0,6,166.0,12.131521739130434,3500.0,300.0,Furgon ,1797.0,5399.0,1956.0,1971.0
1104,Fiat,Talento,"2.0 Ecojet S&S SX Corto 1,2 106kW",145,5.0,Diésel,ambar,38002.0,Tracción delantera,Manual ,147.0,1403.5,5.7,24.0,1998.0,80.0,6,153.0,12.131521739130434,4223.560209424084,246.2051282051282,Monovolumen ,1854.0,4999.0,1956.0,1971.0
1105,Fiat,Talento,"2.0 Ecojet S&S LX Corto 1,2 106kW",145,5.0,Diésel,ambar,39511.0,Tracción delantera,Manual ,147.0,1403.5,5.7,24.0,1998.0,80.0,6,153.0,12.131521739130434,4223.560209424084,246.2051282051282,Monovolumen ,1854.0,4999.0,1956.0,1971.0
1106,Fiat,Talento,"2.0 Ecojet S&S SX Largo 1,2 106kW",145,5.0,Diésel,rojo,40297.0,Tracción delantera,Manual ,162.0,1403.5,5.7,24.0,1998.0,80.0,6,169.0,12.131521739130434,4223.560209424084,246.2051282051282,Monovolumen ,1924.0,5399.0,1956.0,1971.0
1107,Fiat,Talento,"2.0 Ecojet S&S LX Largo 1,2 106kW",145,5.0,Diésel,rojo,41866.0,Tracción delantera,Manual ,162.0,1403.5,5.7,24.0,1998.0,80.0,6,169.0,12.131521739130434,4223.560209424084,246.2051282051282,Monovolumen ,1924.0,5399.0,1956.0,1971.0
1108,Fiat,Tipo,Sedán 1.4 Lounge,95,4.0,Gasolina,ambar,13936.0,Tracción delantera,Manual ,128.0,714.3,6.3,24.0,1368.0,45.0,6,182.0,11.8,6000.0,127.0,Berlina ,1150.0,4532.0,1792.0,1497.0
1109,Fiat,Tipo,1.4 Lounge,95,5.0,Gasolina,ambar,14415.0,Tracción delantera,Manual ,133.0,769.2,6.5,24.0,1368.0,50.0,6,182.0,12.4,6000.0,127.0,Berlina ,1195.0,4368.0,1792.0,1495.0
1110,Fiat,Tipo,Sedán 1.4 Pop,95,4.0,Gasolina,ambar,15534.0,Tracción delantera,Manual ,128.0,714.3,6.3,24.0,1368.0,45.0,6,182.0,11.8,6000.0,127.0,Berlina ,1150.0,4532.0,1792.0,1497.0
1111,Fiat,Tipo,Sedán 1.4 Street,95,4.0,Gasolina,ambar,16034.0,Tracción delantera,Manual ,128.0,714.3,6.3,24.0,1368.0,45.0,6,182.0,11.8,6000.0,127.0,Berlina ,1150.0,4532.0,1792.0,1497.0
1112,Fiat,Tipo,1.4 Pop,95,5.0,Gasolina,ambar,16534.0,Tracción delantera,Manual ,133.0,769.2,6.5,24.0,1368.0,50.0,6,182.0,12.4,6000.0,127.0,Berlina ,1195.0,4368.0,1792.0,1495.0
1113,Fiat,Tipo,Sedán 1.4 Mirror,95,4.0,Gasolina,ambar,16884.0,Tracción delantera,Manual ,128.0,714.3,6.3,24.0,1368.0,45.0,6,182.0,11.8,6000.0,127.0,Berlina ,1150.0,4532.0,1792.0,1497.0
1114,Fiat,Tipo,1.4 Street,95,5.0,Gasolina,ambar,17034.0,Tracción delantera,Manual ,133.0,769.2,6.5,24.0,1368.0,50.0,6,182.0,12.4,6000.0,127.0,Berlina ,1195.0,4368.0,1792.0,1495.0
1115,Fiat,Tipo,SW 1.4 Pop,95,5.0,Gasolina,ambar,17534.0,Tracción delantera,Manual ,132.0,769.2,6.5,24.0,1368.0,50.0,6,182.0,12.6,6000.0,127.0,Stationwagon ,1205.0,4571.0,1792.0,1514.0
1116,Fiat,Tipo,1.4 Mirror,95,5.0,Gasolina,ambar,17884.0,Tracción delantera,Manual ,133.0,769.2,6.5,24.0,1368.0,50.0,6,182.0,12.4,6000.0,127.0,Berlina ,1195.0,4368.0,1792.0,1495.0
1117,Fiat,Tipo,SW 1.4 Street,95,5.0,Gasolina,ambar,18034.0,Tracción delantera,Manual ,132.0,769.2,6.5,24.0,1368.0,50.0,6,182.0,12.6,6000.0,127.0,Stationwagon ,1205.0,4571.0,1792.0,1514.0
1118,Fiat,Tipo,Sedán 1.3 Multijet II Street,95,4.0,Diésel,verde,18156.0,Tracción delantera,Manual ,102.0,1071.4,4.2,24.0,1248.0,45.0,5,181.0,12.0,3750.0,200.0,Berlina ,1260.0,4532.0,1792.0,1497.0
1119,Fiat,Tipo,SW 1.4 Mirror,95,5.0,Gasolina,ambar,18884.0,Tracción delantera,Manual ,132.0,769.2,6.5,24.0,1368.0,50.0,6,182.0,12.6,6000.0,127.0,Stationwagon ,1205.0,4571.0,1792.0,1514.0
1120,Fiat,Tipo,Sedán 1.3 Multijet II Mirror,95,4.0,Diésel,verde,19005.0,Tracción delantera,Manual ,102.0,1071.4,4.2,24.0,1248.0,45.0,5,181.0,12.0,3750.0,200.0,Berlina ,1260.0,4532.0,1792.0,1497.0
1121,Fiat,Tipo,1.4 T-Jet Mirror,120,5.0,Gasolina,ambar,19134.0,Tracción delantera,Manual ,153.0,714.3,7.0,24.0,1368.0,50.0,6,200.0,9.9,5000.0,215.0,Berlina ,1275.0,4368.0,1792.0,1495.0
1122,Fiat,Tipo,Sedán 1.3 Multijet II Business,95,4.0,Diésel,verde,19406.0,Tracción delantera,Manual ,102.0,1071.4,4.2,24.0,1248.0,45.0,5,181.0,12.0,3750.0,200.0,Berlina ,1260.0,4532.0,1792.0,1497.0
1123,Fiat,Tipo,Sedán 1.3 Multijet II Lounge,95,4.0,Diésel,verde,19855.0,Tracción delantera,Manual ,102.0,1071.4,4.2,24.0,1248.0,45.0,5,181.0,12.0,3750.0,200.0,Berlina ,1260.0,4532.0,1792.0,1497.0
1124,Fiat,Tipo,1.4 T-Jet Lounge,120,5.0,Gasolina,ambar,19984.0,Tracción delantera,Manual ,153.0,714.3,7.0,24.0,1368.0,50.0,6,200.0,9.9,5000.0,215.0,Berlina ,1275.0,4368.0,1792.0,1495.0
1125,Fiat,Tipo,1.3 Multijet II Mirror,95,5.0,Diésel,verde,20006.0,Tracción delantera,Manual ,103.0,1190.5,4.2,24.0,1248.0,50.0,5,181.0,12.5,3750.0,200.0,Berlina ,1300.0,4368.0,1792.0,1495.0
1126,Fiat,Tipo,SW 1.4 T-Jet Mirror,120,5.0,Gasolina,ambar,20134.0,Tracción delantera,Manual ,152.0,714.3,7.0,24.0,1368.0,50.0,6,200.0,10.1,5000.0,215.0,Stationwagon ,1305.0,4571.0,1792.0,1514.0
1127,Fiat,Tipo,1.3 Multijet II Business,95,5.0,Diésel,verde,20556.0,Tracción delantera,Manual ,103.0,1190.5,4.2,24.0,1248.0,50.0,5,181.0,12.5,3750.0,200.0,Berlina ,1300.0,4368.0,1792.0,1495.0
1128,Fiat,Tipo,1.3 Multijet II Lounge,95,5.0,Diésel,verde,20856.0,Tracción delantera,Manual ,103.0,1190.5,4.2,24.0,1248.0,50.0,5,181.0,12.5,3750.0,200.0,Berlina ,1300.0,4368.0,1792.0,1495.0
1129,Fiat,Tipo,1.4 T-Jet S Design,120,5.0,Gasolina,ambar,20984.0,Tracción delantera,Manual ,155.0,714.3,7.0,24.0,1368.0,50.0,6,200.0,9.9,5000.0,215.0,Berlina ,1275.0,4368.0,1792.0,1495.0
1130,Fiat,Tipo,SW 1.4 T-Jet Lounge,120,5.0,Gasolina,ambar,20984.0,Tracción delantera,Manual ,152.0,714.3,7.0,24.0,1368.0,50.0,6,200.0,10.1,5000.0,215.0,Stationwagon ,1305.0,4571.0,1792.0,1514.0
1131,Fiat,Tipo,SW 1.3 Multijet II Mirror,95,5.0,Diésel,verde,21006.0,Tracción delantera,Manual ,103.0,1190.5,4.2,24.0,1248.0,50.0,5,180.0,12.9,3750.0,200.0,Stationwagon ,1320.0,4571.0,1792.0,1514.0
