ID#,Marca,Potencia (cv),Puertas,Combustible,CO2,Precio (€),Tracción,Transmisión,Emisiones CO2 (gr/km),Autonomía (km),Consumo (l/100km),Garantía (meses),Motor (cc),Capacidad depósito (lts),N° marchas,Velocidad Máxima (km/h),Aceleración (0-100 km) (s),Revoluciones Potencia Máxima (rpm),Par motor (Nm),Carrocería,Peso (kg),Largo (mm),Ancho (mm),Alto (mm)
1524,Hyundai,-0.8180738353948772,5.0,Gasolina,verde,-0.7436121126857013,Tracción delantera,Automática secuencial ,-0.48585385559555794,-0.31971502658053463,-0.2890953739333904,60.0,-1.2224183095619674,-0.7637350291113717,0.31814107499722605,-0.5847129460433768,0.696821641515967,0.00025038812991090825,-1.1498417935500207,Berlina ,-1.7168132665535694,-1.3328221654755483,-1.4084482106206504,-0.7019863750872367
1525,Hyundai,-0.6053695516976664,5.0,Gasolina,verde,-0.7427197358773239,Tracción delantera,Manual ,-0.400481171399465,-0.31971502658053463,-0.2890953739333904,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.3321459091643972,0.22575180410154375,1.5147250376865542,-1.1498417935500207,Berlina ,-1.403694033572456,-1.3328221654755483,-1.4084482106206504,-0.7019863750872367
1526,Hyundai,-0.8180738353948772,5.0,Gasolina,verde,-0.7137340151015098,Tracción delantera,Manual ,-0.5925697108406741,-0.31971502658053463,-0.2890953739333904,60.0,-1.2224183095619674,-0.7637350291113717,-0.9532167741953288,-0.3952876683841421,0.46128672280875577,0.00025038812991090825,-1.1498417935500207,Berlina ,-1.7168132665535694,-1.3328221654755483,-1.4084482106206504,-0.7019863750872367
1527,Hyundai,-0.8180738353948772,5.0,Gasolina,verde,-0.8969687197550027,Tracción delantera,Manual ,-0.46451068454653466,-0.31971502658053463,-0.2890953739333904,60.0,-1.2224183095619674,-0.7637350291113717,-0.9532167741953288,-0.7741382237026114,0.5005425425932909,0.00025038812991090825,-1.1498417935500207,Todo Terreno ,-1.3589627145751542,-1.27075948909079,-1.1515786303378943,-0.5007646469078343
1528,Hyundai,-0.8180738353948772,5.0,Gasolina,ambar,-0.832915895509247,Tracción delantera,Manual ,-0.33645165825239526,-0.4146381678463678,-0.18760331774822636,60.0,-1.2224183095619674,-0.7637350291113717,-0.9532167741953288,-0.7741382237026114,0.5005425425932909,0.00025038812991090825,-1.1498417935500207,Todo Terreno ,-1.3589627145751542,-1.27075948909079,-1.1515786303378943,-0.5007646469078343
1529,Hyundai,-0.8180738353948772,5.0,Gasolina,ambar,-0.8196954983481004,Tracción delantera,Manual ,-0.33645165825239526,-0.4146381678463678,-0.18760331774822636,60.0,-1.2224183095619674,-0.7637350291113717,-0.9532167741953288,-0.7741382237026114,0.5005425425932909,0.00025038812991090825,-1.1498417935500207,Todo Terreno ,-1.3589627145751542,-1.27075948909079,-1.1515786303378943,-0.5007646469078343
1530,Hyundai,-0.8180738353948772,5.0,Gasolina,verde,-0.7725317314757096,Tracción delantera,Automática secuencial ,-0.3577948293014185,-0.4592643719219934,-0.13685728965564456,60.0,-1.2224183095619674,-0.7637350291113717,0.31814107499722605,-0.7741382237026114,0.5005425425932909,0.00025038812991090825,-1.1498417935500207,Todo Terreno ,-1.3589627145751542,-1.27075948909079,-1.1515786303378943,-0.5007646469078343
1531,Hyundai,-0.8180738353948772,5.0,Gasolina,verde,-0.758551161477797,Tracción delantera,Automática secuencial ,-0.3577948293014185,-0.4592643719219934,-0.13685728965564456,60.0,-1.2224183095619674,-0.7637350291113717,0.31814107499722605,-0.7741382237026114,0.5005425425932909,0.00025038812991090825,-1.1498417935500207,Todo Terreno ,-1.3589627145751542,-1.27075948909079,-1.1515786303378943,-0.5007646469078343
1532,Hyundai,-0.8180738353948772,5.0,Gasolina,verde,-0.6806830221986431,Tracción delantera,Manual ,-0.3791380003504417,-0.31971502658053463,-0.2890953739333904,60.0,-1.2224183095619674,-0.7637350291113717,-0.9532167741953288,-0.7741382237026114,0.5005425425932909,0.00025038812991090825,-1.1498417935500207,Todo Terreno ,-1.3589627145751542,-1.27075948909079,-1.1515786303378943,-0.5007646469078343
1533,Hyundai,-0.8180738353948772,5.0,Gasolina,verde,-0.6806830221986431,Tracción delantera,Manual ,-0.3791380003504417,-0.31971502658053463,-0.2890953739333904,60.0,-1.2224183095619674,-0.7637350291113717,-0.9532167741953288,-0.7741382237026114,0.5005425425932909,0.00025038812991090825,-1.1498417935500207,Todo Terreno ,-1.3589627145751542,-1.27075948909079,-1.1515786303378943,-0.5007646469078343
1534,Hyundai,-0.8180738353948772,5.0,Gasolina,verde,-0.6013606392317631,Tracción delantera,Automática secuencial ,-0.3791380003504417,-0.4146381678463678,-0.18760331774822636,60.0,-1.2224183095619674,-0.7637350291113717,0.31814107499722605,-0.8057091033124838,0.8145891008695724,0.00025038812991090825,-1.1498417935500207,Todo Terreno ,-1.3589627145751542,-1.27075948909079,-1.1515786303378943,-0.5007646469078343
1535,Hyundai,-0.8180738353948772,5.0,Gasolina,ambar,-0.8981916064924088,Tracción delantera,Manual ,0.06906859167904626,-0.7967962690464755,0.3198569631775935,60.0,-0.6946832644634804,-0.7637350291113717,-0.3175378495990514,-0.5531420664335043,1.1678914789303898,1.5147250376865542,-1.4307987054975375,Berlina ,-1.3023030438452383,-0.7018516222305059,-0.8057926568803382,-0.7714993357310304
1536,Hyundai,-0.6053695516976664,5.0,Gasolina,verde,-0.8459049357200736,Tracción delantera,Manual ,-0.3791380003504417,-0.4146381678463678,-0.18760331774822636,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.3321459091643972,0.579054182162361,1.5147250376865542,-1.157235396496008,Berlina ,-1.1800374385859465,-0.7018516222305059,-0.8057926568803382,-0.7714993357310304
1537,Hyundai,-0.8712499063191799,5.0,Diésel,verde,-0.8419388165717296,Tracción delantera,Manual ,-0.8913741055269995,0.6391319770112195,-0.9995397672295381,60.0,-0.389452724865977,-0.7637350291113717,-0.3175378495990514,-0.45842942760388694,1.0108681997922486,-0.5045744950556368,-0.35133267538339435,Berlina ,-0.8281510624738382,-0.7018516222305059,-0.8057926568803382,-0.7714993357310304
1538,Hyundai,-0.6053695516976664,5.0,Gasolina,verde,-0.8076649369314569,Tracción delantera,Manual ,-0.3791380003504417,-0.4146381678463678,-0.18760331774822636,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.3321459091643972,0.579054182162361,1.5147250376865542,-1.157235396496008,Berlina ,-1.1800374385859465,-0.7018516222305059,-0.8057926568803382,-0.7714993357310304
1539,Hyundai,-0.8712499063191799,5.0,Diésel,verde,-0.8052191634566448,Tracción delantera,Manual ,-0.8913741055269995,0.6391319770112195,-0.9995397672295381,60.0,-0.389452724865977,-0.7637350291113717,-0.3175378495990514,-0.45842942760388694,1.0108681997922486,-0.5045744950556368,-0.35133267538339435,Berlina ,-0.8281510624738382,-0.7018516222305059,-0.8057926568803382,-0.7714993357310304
1540,Hyundai,-0.6053695516976664,5.0,Gasolina,ambar,-0.7871733213316796,Tracción delantera,Manual ,-0.2510789740563023,-0.5438322614133719,-0.03536523347048049,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.3952876683841421,0.7360774613005022,1.5147250376865542,-1.1564960362014094,Berlina ,-1.1144315040565704,-0.4639446960889326,-0.8057926568803382,-0.8812566420107044
1541,Hyundai,-0.6479104084371085,5.0,Diésel,verde,-0.7859834855871763,Tracción delantera,Manual ,-0.8060014213309065,0.45890128541297487,-0.8980477110443743,60.0,-0.389452724865977,-0.7637350291113717,-0.3175378495990514,-0.3321459091643972,0.539798362377826,-0.5045744950556368,-0.35133267538339435,Berlina ,-1.0518076574603477,-0.7018516222305059,-0.8057926568803382,-0.7714993357310304
1542,Hyundai,-0.6053695516976664,5.0,Gasolina,ambar,-0.7635749123990327,Tracción delantera,Manual ,-0.2510789740563023,-0.5024112543155539,-0.0861112615630623,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.3952876683841421,0.696821641515967,1.5147250376865542,-1.157235396496008,Stationwagon ,-1.10548524025711,-0.1950064317549801,-0.8057926568803382,-0.7714993357310304
1543,Hyundai,-0.6479104084371085,5.0,Diésel,verde,-0.7626494845977525,Tracción delantera,Manual ,-0.8060014213309065,0.45890128541297487,-0.8980477110443743,60.0,-0.389452724865977,-0.7637350291113717,-0.3175378495990514,-0.3952876683841421,0.657565821731432,-0.5045744950556368,-0.35133267538339435,Stationwagon ,-0.8221868866075313,-0.1950064317549801,-0.8057926568803382,-0.7714993357310304
1544,Hyundai,-0.6053695516976664,5.0,Gasolina,verde,-0.7525358807694753,Tracción delantera,Manual ,-0.3791380003504417,-0.4146381678463678,-0.18760331774822636,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.3321459091643972,0.579054182162361,1.5147250376865542,-1.157235396496008,Berlina ,-1.1800374385859465,-0.7018516222305059,-0.8057926568803382,-0.7714993357310304
1545,Hyundai,-0.6053695516976664,5.0,Gasolina,ambar,-0.7304578175103603,Tracción delantera,Manual ,-0.29376531615434875,-0.5024112543155539,-0.0861112615630623,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.3321459091643972,0.579054182162361,1.5147250376865542,-1.157235396496008,Berlina ,-1.1800374385859465,-0.7018516222305059,-0.8057926568803382,-0.7714993357310304
1546,Hyundai,-0.6053695516976664,5.0,Gasolina,ambar,-0.7210382845330433,Tracción delantera,Manual ,-0.2510789740563023,-0.5438322614133719,-0.03536523347048049,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.3952876683841421,0.7360774613005022,1.5147250376865542,-1.1564960362014094,Berlina ,-1.1144315040565704,-0.4639446960889326,-0.8057926568803382,-0.8812566420107044
1547,Hyundai,-0.3926652680004555,5.0,Gasolina,ambar,-0.7172374203492137,Tracción delantera,Manual ,-0.10167677671313964,-0.6597124598417916,0.11687285080726537,60.0,-0.7160779284539596,-0.7637350291113717,-0.3175378495990514,0.1414172849836895,-0.16680639374380868,1.5147250376865542,-0.632289587330911,Berlina ,-1.1353061195886445,-0.7018516222305059,-0.8057926568803382,-0.7714993357310304
1548,Hyundai,-0.6479104084371085,5.0,Diésel,verde,-0.7170721653846993,Tracción delantera,Manual ,-0.6352560529387206,-0.045793961784844815,-0.5428255143963003,60.0,-0.389452724865977,-0.7637350291113717,-0.3175378495990514,-0.3321459091643972,0.6183100019468961,-0.5045744950556368,-0.35133267538339435,Berlina ,-0.9027032608026747,-0.7018516222305059,-0.8057926568803382,-0.7714993357310304
1549,Hyundai,-0.6053695516976664,5.0,Gasolina,ambar,-0.7020670146067979,Tracción delantera,Manual ,-0.2510789740563023,-0.5438322614133719,-0.03536523347048049,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.3952876683841421,0.7360774613005022,1.5147250376865542,-1.1564960362014094,Berlina ,-1.1144315040565704,-0.4639446960889326,-0.8057926568803382,-0.8812566420107044
1550,Hyundai,-0.3926652680004555,5.0,Gasolina,ambar,-0.6889788214172626,Tracción delantera,Manual ,-0.10167677671313964,-0.5837739468291252,0.015380794622101311,60.0,-0.7160779284539596,-0.7637350291113717,-0.3175378495990514,0.07827552576394461,-0.049038934390202675,1.5147250376865542,-0.632289587330911,Berlina ,-1.0398793057277338,-0.4639446960889326,-0.8057926568803382,-0.8812566420107044
1551,Hyundai,-0.43520612473989767,5.0,Diésel,verde,-0.6631990469530267,Tracción delantera,Manual ,-0.6139128818896974,0.22147015544155327,-0.7458096267666284,60.0,-0.389452724865977,-0.7637350291113717,-0.3175378495990514,-0.016437113065672724,0.30426344367061464,-0.5045744950556368,-0.35133267538339435,Berlina ,-0.7327242486129274,-0.484632254883852,-0.8057926568803382,-0.8812566420107044
1552,Hyundai,-0.3926652680004555,5.0,Gasolina,ambar,-0.6601253046130601,Tracción delantera,Manual ,-0.10167677671313964,-0.6597124598417916,0.11687285080726537,60.0,-0.7160779284539596,-0.7637350291113717,-0.3175378495990514,0.07827552576394461,-0.049038934390202675,1.5147250376865542,-0.632289587330911,Stationwagon ,-1.0547897453935011,-0.1950064317549801,-0.8057926568803382,-0.734913566971139
1553,Hyundai,-0.6479104084371085,5.0,Diésel,verde,-0.65966259071242,Tracción delantera,Manual ,-0.6352560529387206,-0.045793961784844815,-0.5428255143963003,60.0,-0.389452724865977,-0.7637350291113717,-0.3175378495990514,-0.3952876683841421,0.657565821731432,-0.5045744950556368,-0.35133267538339435,Stationwagon ,-0.8221868866075313,-0.1950064317549801,-0.8057926568803382,-0.7714993357310304
1554,Hyundai,-0.3926652680004555,5.0,Gasolina,ambar,-0.6527879841886236,Tracción delantera,Manual ,-0.1443631188111861,-0.6224828641764908,0.06612682271468356,60.0,-0.7160779284539596,-0.7637350291113717,-0.3175378495990514,0.1414172849836895,-0.16680639374380868,1.5147250376865542,-0.632289587330911,Berlina ,-1.1353061195886445,-0.7018516222305059,-0.8057926568803382,-0.7714993357310304
1555,Hyundai,-0.3926652680004555,5.0,Gasolina,ambar,-0.6264793938379417,Tracción delantera,Manual ,-0.10167677671313964,-0.5837739468291252,0.015380794622101311,60.0,-0.7160779284539596,-0.7637350291113717,-0.3175378495990514,0.07827552576394461,-0.049038934390202675,1.5147250376865542,-0.632289587330911,Berlina ,-1.0398793057277338,-0.4639446960889326,-0.8057926568803382,-0.8812566420107044
1556,Hyundai,-0.3926652680004555,5.0,Gasolina,ambar,-0.5974606220692248,Tracción delantera,Automática secuencial ,-0.29376531615434875,-0.5024112543155539,-0.0861112615630623,60.0,-0.7160779284539596,-0.7637350291113717,0.31814107499722605,0.1414172849836895,-0.16680639374380868,1.5147250376865542,-0.632289587330911,Berlina ,-1.0398793057277338,-0.7018516222305059,-0.8057926568803382,-0.7714993357310304
1557,Hyundai,0.7772082923342042,5.0,Gasolina,ambar,-0.4031868857861744,Tracción delantera,Manual ,0.49593201265951103,-1.0241187008571202,0.7258251879182492,60.0,0.20389262313664636,-0.7637350291113717,-0.3175378495990514,1.5621068674279495,-1.265969347710795,1.5147250376865542,0.18840033967367717,Berlina ,-0.6432616106183237,-0.7121954016279656,-0.8057926568803382,-0.7861336432349868
1558,Hyundai,1.0430886469557177,5.0,Gasolina,rojo,-0.2960686177879835,Tracción delantera,Manual ,0.8801090915419293,-0.5837739468291252,0.015380794622101311,60.0,0.20389262313664636,-0.7637350291113717,-0.3175378495990514,1.5621068674279495,-1.3837368070644012,1.5147250376865542,0.3732404133233592,Berlina ,-0.5209960053590318,-0.4639446960889326,-0.8057926568803382,-0.8812566420107044
1559,Hyundai,1.0430886469557177,5.0,Gasolina,rojo,-0.2772956538191552,Tracción delantera,Manual ,0.5599615258065808,-1.0490206158385464,0.776571216010831,60.0,0.20389262313664636,-0.7637350291113717,-0.3175378495990514,1.5621068674279495,-1.3837368070644012,1.5147250376865542,0.3732404133233592,Berlina ,-0.5567810605568733,-0.7121954016279656,-0.8057926568803382,-0.8007679507389434
1560,Hyundai,1.0430886469557177,5.0,Gasolina,rojo,-0.24867349396527266,Tracción delantera,Manual ,0.5599615258065808,-1.0490206158385464,0.776571216010831,60.0,0.20389262313664636,-0.7637350291113717,-0.3175378495990514,1.5621068674279495,-1.3837368070644012,1.5147250376865542,0.3732404133233592,Berlina ,-0.5567810605568733,-0.7121954016279656,-0.8057926568803382,-0.8007679507389434
1561,Hyundai,1.0430886469557177,5.0,Gasolina,rojo,0.17788262043912478,Tracción delantera,Manual ,0.8374227494438828,-1.1841319961338104,1.0810473845663233,60.0,0.20389262313664636,-0.7637350291113717,-0.3175378495990514,1.5621068674279495,-1.4229926268489361,1.5147250376865542,0.3732404133233592,Berlina ,-0.6581720502840909,-0.7121954016279656,-0.8057926568803382,-0.8007679507389434
1562,Hyundai,-0.4458413389247582,4.0,Gasolina,ambar,-0.7073882244641594,Tracción delantera,Manual ,0.11175493377709274,-0.0016608649365740951,0.3198569631775935,60.0,-0.3766159264716895,0.693671132318599,-0.3175378495990514,-0.11114975189529006,0.7360774613005022,1.8176199675978828,-1.2015970141719317,Berlina ,-0.6372974347520167,0.13599450896373066,-0.6082006720474489,-0.7166206825911933
1563,Hyundai,-0.658545622621969,4.0,Diésel,verde,-0.6522591683021778,Tracción delantera,Manual ,-0.5071970266445811,1.2283951137004177,-0.6443175705814643,60.0,-0.3666317499427992,0.693671132318599,-0.3175378495990514,-0.3637167887742696,0.9323565602231784,-0.5045744950556368,-0.35133267538339435,Berlina ,-0.35399908110243794,0.13599450896373066,-0.6082006720474489,-0.7166206825911933
1564,Hyundai,-0.4458413389247582,4.0,Gasolina,ambar,-0.6369235075952476,Tracción delantera,Manual ,0.11175493377709274,-0.0016608649365740951,0.3198569631775935,60.0,-0.3766159264716895,0.693671132318599,-0.3175378495990514,-0.11114975189529006,0.7360774613005022,1.8176199675978828,-1.2015970141719317,Berlina ,-0.6372974347520167,0.13599450896373066,-0.6082006720474489,-0.7166206825911933
1565,Hyundai,-0.658545622621969,4.0,Diésel,verde,-0.5817283494474602,Tracción delantera,Manual ,-0.5071970266445811,1.2283951137004177,-0.6443175705814643,60.0,-0.3666317499427992,0.693671132318599,-0.3175378495990514,-0.3637167887742696,0.9323565602231784,-0.5045744950556368,-0.35133267538339435,Berlina ,-0.35399908110243794,0.13599450896373066,-0.6082006720474489,-0.7166206825911933
1566,Hyundai,-0.38203005381559496,5.0,Híbrido,verde,-0.648226947168028,Tracción delantera,Automática secuencial ,-1.1474921581152784,0.4778859136661416,-1.101031823414702,60.0,-0.39230534673137424,-1.1280865694688644,-0.3175378495990514,-0.4900003072137594,0.579054182162361,1.2118301077752256,-0.46223671957320356,Berlina ,-0.7595630400113086,-0.43291335789655344,-0.5588026758392266,-0.7897922201109759
1567,Hyundai,-0.38203005381559496,5.0,Híbrido,verde,-0.5254755595267812,Tracción delantera,Automática secuencial ,-1.1048058160172318,0.2966690076131873,-0.9995397672295381,60.0,-0.39230534673137424,-1.1280865694688644,-0.3175378495990514,-0.4900003072137594,0.579054182162361,1.2118301077752256,-0.46223671957320356,Berlina ,-0.7595630400113086,-0.43291335789655344,-0.5588026758392266,-0.7897922201109759
1569,Hyundai,-0.38203005381559496,5.0,Híbrido,verde,-0.44182349648962554,Tracción delantera,Automática secuencial ,-1.1048058160172318,0.2966690076131873,-0.9995397672295381,60.0,-0.39230534673137424,-1.1280865694688644,-0.3175378495990514,-0.4900003072137594,0.579054182162361,1.2118301077752256,-0.46223671957320356,Berlina ,-0.7595630400113086,-0.43291335789655344,-0.5588026758392266,-0.7897922201109759
1575,Hyundai,-0.541558266588503,5.0,Gasolina,ambar,-0.8340396292679445,Tracción delantera,Manual ,0.2611571311202554,-0.9644527263471678,0.4720950474553393,60.0,-0.3766159264716895,-0.9094756452543687,-0.3175378495990514,-0.4900003072137594,0.46128672280875577,1.8176199675978828,-1.2459586318478555,Monovolumen ,-1.2993209559120849,-1.1569779157187332,-1.102180634129672,-0.2410056887126056
1576,Hyundai,-0.6053695516976664,5.0,Gasolina,verde,-0.8518871654354926,Tracción delantera,Manual ,-0.3577948293014185,-0.4146381678463678,-0.18760331774822636,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.6162838256532491,0.9323565602231784,1.5147250376865542,-1.1498417935500207,Todo Terreno ,-1.1412702954549514,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1577,Hyundai,-0.6053695516976664,5.0,Gasolina,verde,-0.8038640727476273,Tracción delantera,Manual ,-0.3577948293014185,-0.4146381678463678,-0.18760331774822636,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.6162838256532491,0.9323565602231784,1.5147250376865542,-1.1498417935500207,Todo Terreno ,-1.1412702954549514,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1578,Hyundai,-0.6053695516976664,5.0,Gasolina,verde,-0.761790158782278,Tracción delantera,Manual ,-0.3577948293014185,-0.4146381678463678,-0.18760331774822636,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.6162838256532491,0.9323565602231784,1.5147250376865542,-1.1498417935500207,Todo Terreno ,-1.1412702954549514,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1579,Hyundai,-0.658545622621969,5.0,Diésel,verde,-0.722624732192381,Tracción delantera,Manual ,-0.6139128818896974,0.0165841024755603,-0.5935715424888821,60.0,-0.389452724865977,-0.7637350291113717,-0.3175378495990514,-0.44589747539233454,0.45379515414758476,-0.5045744950556368,-0.46223671957320356,Todo Terreno ,-1.1412702954549514,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1580,Hyundai,-0.6053695516976664,5.0,Gasolina,verde,-0.6743372315612927,Tracción delantera,Manual ,-0.3577948293014185,-0.4146381678463678,-0.18760331774822636,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.6162838256532491,0.9323565602231784,1.5147250376865542,-1.1498417935500207,Todo Terreno ,-1.1412702954549514,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1581,Hyundai,-0.6053695516976664,5.0,Gasolina,verde,-0.6743372315612927,Tracción delantera,Manual ,-0.3577948293014185,-0.4146381678463678,-0.18760331774822636,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.6162838256532491,0.9323565602231784,1.5147250376865542,-1.1498417935500207,Todo Terreno ,-1.1412702954549514,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1582,Hyundai,-0.6053695516976664,5.0,Gasolina,ambar,-0.6605880185137002,Tracción delantera,Manual ,-0.20839263195825583,-0.4146381678463678,-0.18760331774822636,60.0,-1.2224183095619674,-0.7637350291113717,-0.3175378495990514,-0.6162838256532491,0.9323565602231784,1.5147250376865542,-1.1498417935500207,Todo Terreno ,-1.1412702954549514,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1584,Hyundai,-0.43520612473989767,5.0,Diésel,verde,-0.6316022977378861,Tracción delantera,Automática secuencial ,-0.5498833687426277,0.22147015544155327,-0.7458096267666284,60.0,-0.389452724865977,-0.7637350291113717,0.31814107499722605,-0.44589747539233454,0.45379515414758476,-0.5045744950556368,-0.20346061646364874,Todo Terreno ,-1.1412702954549514,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1585,Hyundai,-0.658545622621969,5.0,Diésel,verde,-0.6030131888769064,Tracción delantera,Manual ,-0.5712265397916508,0.0165841024755603,-0.5935715424888821,60.0,-0.389452724865977,-0.7637350291113717,-0.3175378495990514,-0.44589747539233454,0.45379515414758476,-0.5045744950556368,-0.46223671957320356,Todo Terreno ,-1.1412702954549514,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1586,Hyundai,-0.658545622621969,5.0,Diésel,verde,-0.6030131888769064,Tracción delantera,Manual ,-0.5712265397916508,0.0165841024755603,-0.5935715424888821,60.0,-0.389452724865977,-0.7637350291113717,-0.3175378495990514,-0.44589747539233454,0.45379515414758476,-0.5045744950556368,-0.46223671957320356,Todo Terreno ,-1.1412702954549514,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1587,Hyundai,0.000837656839384593,5.0,Gasolina,ambar,-0.5557172180329042,Tracción delantera,Automática secuencial ,0.11175493377709274,-0.7967962690464755,0.3198569631775935,60.0,-0.3766159264716895,-0.7637350291113717,0.31814107499722605,0.29927168303305174,-0.6771320509427664,1.0099001545010065,-0.46223671957320356,Todo Terreno ,-0.9056853487358281,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1590,Hyundai,-0.43520612473989767,5.0,Diésel,ambar,-0.40087331628297374,Tracción total,Automática secuencial ,-0.29376531615434875,0.0165841024755603,-0.5935715424888821,60.0,-0.389452724865977,-0.7637350291113717,0.31814107499722605,-0.44589747539233454,0.45379515414758476,-0.5045744950556368,-0.20346061646364874,Todo Terreno ,-1.1412702954549514,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1591,Hyundai,-0.43520612473989767,5.0,Diésel,ambar,-0.40087331628297374,Tracción total,Automática secuencial ,-0.29376531615434875,0.0165841024755603,-0.5935715424888821,60.0,-0.389452724865977,-0.7637350291113717,0.31814107499722605,-0.44589747539233454,0.45379515414758476,-0.5045744950556368,-0.20346061646364874,Todo Terreno ,-1.1412702954549514,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1592,Hyundai,-0.00979755734547595,5.0,Gasolina,ambar,-0.40024534741781925,Tracción total,Automática secuencial ,0.45324567056146453,-0.9452215444803238,0.5735871036405034,60.0,-0.3766159264716895,-0.7637350291113717,0.31814107499722605,0.1414172849836895,-0.6771320509427664,1.0099001545010065,-0.46223671957320356,Todo Terreno ,-0.6372974347520167,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1593,Hyundai,-0.00979755734547595,5.0,Gasolina,ambar,-0.40024534741781925,Tracción total,Automática secuencial ,0.45324567056146453,-0.9452215444803238,0.5735871036405034,60.0,-0.3766159264716895,-0.7637350291113717,0.31814107499722605,0.1414172849836895,-0.6771320509427664,1.0099001545010065,-0.46223671957320356,Todo Terreno ,-0.6372974347520167,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1594,Hyundai,-0.00979755734547595,5.0,Gasolina,ambar,-0.40024534741781925,Tracción total,Automática secuencial ,0.45324567056146453,-0.9452215444803238,0.5735871036405034,60.0,-0.3766159264716895,-0.7637350291113717,0.31814107499722605,0.1414172849836895,-0.6771320509427664,1.0099001545010065,-0.46223671957320356,Todo Terreno ,-0.6372974347520167,-1.0638839011415957,-0.7563946606721158,-0.36905587937222534
1606,Hyundai,-0.28631312615185006,5.0,Diésel,ambar,-0.4484336950701989,Tracción delantera,Manual ,0.32518664426732513,0.2858206486113776,0.06612682271468356,60.0,0.1996136903385505,0.7665414403900975,-0.3175378495990514,-0.23743327033477984,0.26500762388607957,-0.5045744950556368,0.5358996781350794,Todo Terreno ,0.6092153213061297,0.18771340595102923,0.13276927107588582,0.051680461366525265
1607,Hyundai,-0.28631312615185006,5.0,Diésel,ambar,-0.4484336950701989,Tracción delantera,Manual ,0.32518664426732513,0.2858206486113776,0.06612682271468356,60.0,0.1996136903385505,0.7665414403900975,-0.3175378495990514,-0.23743327033477984,0.26500762388607957,-0.5045744950556368,0.5358996781350794,Todo Terreno ,0.6092153213061297,0.18771340595102923,0.13276927107588582,0.051680461366525265
1608,Hyundai,0.24544758309117706,5.0,Diésel,ambar,-0.2881363794912955,Tracción delantera,Manual ,0.4105593284634181,0.18177502363947778,0.1676188788998476,60.0,0.4905811206090677,0.7665414403900975,-0.3175378495990514,-0.07957887228541762,-0.08829475417473778,-0.7065044483298559,0.8316437959745706,Todo Terreno ,0.5495735626430605,0.18771340595102923,0.13276927107588582,0.14314488326625366
1609,Hyundai,0.24544758309117706,5.0,Diésel,ambar,-0.2881363794912955,Tracción delantera,Manual ,0.4105593284634181,0.18177502363947778,0.1676188788998476,60.0,0.4905811206090677,0.7665414403900975,-0.3175378495990514,-0.07957887228541762,-0.08829475417473778,-0.7065044483298559,0.8316437959745706,Todo Terreno ,0.5495735626430605,0.18771340595102923,0.13276927107588582,0.14314488326625366
1610,Hyundai,0.24544758309117706,5.0,Diésel,ambar,-0.21760556063657796,Tracción delantera,Automática secuencial ,0.45324567056146453,0.18177502363947778,0.1676188788998476,60.0,0.4905811206090677,0.7665414403900975,0.9538199995935034,0.07827552576394461,-0.12755057395927288,-0.7065044483298559,0.8316437959745706,Todo Terreno ,0.6390362006376643,0.18771340595102923,0.13276927107588582,0.14314488326625366
1611,Hyundai,0.24544758309117706,5.0,Diésel,ambar,-0.03166067456504999,Tracción delantera,Automática secuencial ,0.3892161574143948,0.18177502363947778,0.1676188788998476,60.0,0.4905811206090677,0.7665414403900975,0.9538199995935034,0.07827552576394461,-0.12755057395927288,-0.7065044483298559,0.8316437959745706,Todo Terreno ,0.5644840023088278,0.18771340595102923,0.13276927107588582,0.14314488326625366
