ID#,BRAND,MODEL,VERSION1,POTENCIA1 (cv),PUERTAS,COMBUSTIBLE,CO2,PRECIO,Tracción,Transmisión,Emisiones CO2 (gr/km),Autonomía (km),Consumo (l/100km),Garantía (meses),Motor (cc),Capacidad depósito (lts),N° marchas,Velocidad Máxima (km/h),Aceleración (0-100 km) (s),Revoluciones Potencia Máxima (rpm),Par motor (Nm),Carrocería,Peso (kg),Largo (mm),Ancho (mm),Alto (mm)
2102,Land Rover,Land rover - Discovery,Discovery 2.0SD4 HSE Aut.,240,5,Diesel,rojo,"65,426 €",Todo terreno tracción total permanente ,Automática secuencial ,191,1483.3,6,36,1999,89,8,207,8.3,3750,500,Todo Terreno ,2115,4970,2073,1852
2103,Land Rover,Land rover - Discovery,Discovery 2.0 I4 HSE Aut.,300,5,Gasolina,gris,"66,867 €",Todo terreno tracción total permanente ,Automática secuencial ,216,957.4,9.4,36,1997,90,8,201,7.7,5500,400,Todo Terreno ,2155,4970,2073,1963
2104,Land Rover,Land rover - Discovery,Discovery 2.0SD4 Landmark Aut.,240,5,Diesel,rojo,"67,230 €",Todo terreno tracción total permanente ,Automática secuencial ,191,1483.3,6,36,1999,89,8,207,8.3,3750,500,Todo Terreno ,2115,4970,2073,1852
2105,Land Rover,Land rover - Discovery,Discovery 2.0 I4 Landmark Aut.,300,5,Gasolina,gris,"68,742 €",Todo terreno tracción total permanente ,Automática secuencial ,216,957.4,9.4,36,1997,90,8,201,7.7,5500,400,Todo Terreno ,2155,4970,2073,1963
2106,Land Rover,Land rover - Discovery,Discovery 3.0SDV6 Landmark Aut.,306,5,Diesel,rojo,"71,836 €",Todo terreno tracción total permanente ,Automática secuencial ,197,1236.1,7.2,36,2993,89,8,194,9.4,4000,700,Todo Terreno ,2230,4970,2073,1852
2107,Land Rover,Land rover - Discovery,Discovery 2.0SD4 HSE Luxury Aut.,240,5,Diesel,rojo,"72,651 €",Todo terreno tracción total permanente ,Automática secuencial ,191,1483.3,6,36,1999,89,8,207,8.3,3750,500,Todo Terreno ,2115,4970,2073,1852
2108,Land Rover,Land rover - Discovery,Discovery 2.0 I4 HSE Luxury Aut.,300,5,Gasolina,gris,"74,347 €",Todo terreno tracción total permanente ,Automática secuencial ,216,957.4,9.4,36,1997,90,8,201,7.7,5500,400,Todo Terreno ,2155,4970,2073,1963
2109,Land Rover,Land rover - Discovery,Discovery 3.0SDV6 HSE Aut.,306,5,Diesel,rojo,"77,194 €",Todo terreno tracción total permanente ,Automática secuencial ,197,1236.1,7.2,36,2993,89,8,194,9.4,4000,700,Todo Terreno ,2230,4970,2073,1852
2110,Land Rover,Land rover - Discovery,Discovery 3.0SDV6 HSE Luxury Aut.,306,5,Diesel,rojo,"85,090 €",Todo terreno tracción total permanente ,Automática secuencial ,197,1236.1,7.2,36,2993,89,8,194,9.4,4000,700,Todo Terreno ,2230,4970,2073,1852
2111,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0eD4 Standard FWD 150,150,5,Diesel,ambar,"31,323 €",Tracción delantera ,Manual ,140,1226.4,5.3,36,1998,65,6,194,11.1,2800,380,Todo Terreno ,0,4597,2069,1727
2112,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0eD4 R-Dynamic Base F...,150,5,Diesel,ambar,"34,571 €",Tracción delantera ,Manual ,140,1226.4,5.3,36,1998,65,6,194,11.1,2800,380,Todo Terreno ,0,4597,2069,1727
2113,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D I4 L.Flw Standard ...,150,5,Diesel,ambar,"37,226 €",Todo terreno tracción total permanente ,Automática secuencial ,144,1181.8,5.5,36,1998,65,9,190,11.4,4000,380,Todo Terreno ,0,4597,2069,1727
2114,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0eD4 S FWD 150,150,5,Diesel,ambar,"37,766 €",Tracción delantera ,Manual ,140,1226.4,5.3,36,1998,65,6,194,11.1,2800,380,Todo Terreno ,0,4597,2069,1727
2115,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0TD4 Standard AWD Aut...,180,5,Diesel,ambar,"39,206 €",Todo terreno tracción total permanente ,Automática secuencial ,147,1160.7,5.6,36,1998,65,9,202,9.7,4000,430,Todo Terreno ,0,4597,2069,1727
2116,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D I4 L.Flw R-Dynamic...,150,5,Diesel,ambar,"39,521 €",Todo terreno tracción total permanente ,Automática secuencial ,144,1181.8,5.5,36,1998,65,9,190,11.4,4000,380,Todo Terreno ,0,4597,2069,1727
2117,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0eD4 R-Dynamic S FWD 150,150,5,Diesel,ambar,"39,926 €",Tracción delantera ,Manual ,140,1226.4,5.3,36,1998,65,6,194,11.1,2800,380,Todo Terreno ,0,4597,2069,1727
2118,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0eD4 SE FWD 150,150,5,Diesel,ambar,"41,366 €",Tracción delantera ,Manual ,149,1181.8,5.5,36,1998,65,6,193,11.4,2800,380,Todo Terreno ,0,4597,2069,1727
2119,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0TD4 R-Dynamic Base A...,180,5,Diesel,ambar,"41,456 €",Todo terreno tracción total permanente ,Automática secuencial ,147,1160.7,5.6,36,1998,65,9,202,9.7,4000,430,Todo Terreno ,0,4597,2069,1727
2120,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0Si4 Standard AWD Auto,200,5,Gasolina,rojo,"42,417 €",Todo terreno tracción total permanente ,Automática secuencial ,177,859,7.8,36,1997,67,9,207,9,5500,320,Todo Terreno ,0,4597,2069,1727
2121,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D I4 L.Flw S AWD Aut...,150,5,Diesel,ambar,"42,581 €",Todo terreno tracción total permanente ,Automática secuencial ,144,1181.8,5.5,36,1998,65,9,190,11.4,4000,380,Todo Terreno ,0,4597,2069,1727
2122,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0eD4 R-Dynamic SE FWD...,150,5,Diesel,ambar,"43,481 €",Tracción delantera ,Manual ,149,1181.8,5.5,36,1998,65,6,193,11.4,2800,380,Todo Terreno ,0,4597,2069,1727
2123,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D SD4 Standard AWD A...,240,5,Diesel,rojo,"44,441 €",Todo terreno tracción total permanente ,Automática secuencial ,163,1048.4,6.2,36,1998,65,9,220,7.7,4000,500,Todo Terreno ,0,4597,2069,1727
2124,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0TD4 S AWD Auto 180,180,5,Diesel,ambar,"44,606 €",Todo terreno tracción total permanente ,Automática secuencial ,147,1160.7,5.6,36,1998,65,9,202,9.7,4000,430,Todo Terreno ,0,4597,2069,1727
2125,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0Si4 R-Dynamic Base A...,200,5,Gasolina,rojo,"44,788 €",Todo terreno tracción total permanente ,Automática secuencial ,177,859,7.8,36,1997,67,9,207,9,5500,320,Todo Terreno ,0,4597,2069,1727
2126,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D I4 L.Flw R-Dynamic...,150,5,Diesel,ambar,"44,876 €",Todo terreno tracción total permanente ,Automática secuencial ,144,1181.8,5.5,36,1998,65,9,190,11.4,4000,380,Todo Terreno ,0,4597,2069,1727
2127,Land Rover,Land rover - Discovery Sport,Discovery Sport 1.5 I3 PHEV Standard AW...,308,5,Híbrido|Gasolina y corriente eléctrica ,verde,"44,900 €",Todo terreno tracción total permanente ,Automática secuencial ,46,2850,2,36,1497,57,8,209,6.6,5500,540,Todo Terreno ,2168,4597,1894,1727
2128,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D I4 L.Flw SE AWD Au...,150,5,Diesel,ambar,"46,181 €",Todo terreno tracción total permanente ,Automática secuencial ,148,1160.7,5.6,36,1998,65,9,188,11.8,2400,380,Todo Terreno ,0,4597,2069,1727
2129,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0Si4 Standard AWD Aut...,250,5,Gasolina,rojo,"46,695 €",Todo terreno tracción total permanente ,Automática secuencial ,179,848.1,7.9,36,1997,67,9,225,7.6,5500,365,Todo Terreno ,0,4597,2069,1727
2130,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D SD4 R-Dynamic Base...,240,5,Diesel,rojo,"46,781 €",Todo terreno tracción total permanente ,Automática secuencial ,163,1048.4,6.2,36,1998,65,9,220,7.7,4000,500,Todo Terreno ,0,4597,2069,1727
2131,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0TD4 R-Dynamic S AWD ...,180,5,Diesel,ambar,"46,811 €",Todo terreno tracción total permanente ,Automática secuencial ,147,1160.7,5.6,36,1998,65,9,202,9.7,4000,430,Todo Terreno ,0,4597,2069,1727
2132,Land Rover,Land rover - Discovery Sport,Discovery Sport 1.5 I3 PHEV R-Dynamic B...,308,5,Híbrido|Gasolina y corriente eléctrica ,verde,"46,992 €",Todo terreno tracción total permanente ,Automática secuencial ,46,2850,2,36,1497,57,8,209,6.6,5500,540,Todo Terreno ,2168,4597,1894,1727
2133,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0Si4 S AWD Auto,200,5,Gasolina,rojo,"48,136 €",Todo terreno tracción total permanente ,Automática secuencial ,177,859,7.8,36,1997,67,9,207,9,5500,320,Todo Terreno ,0,4597,2069,1727
2134,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0TD4 SE AWD Auto 180,180,5,Diesel,ambar,"48,161 €",Todo terreno tracción total permanente ,Automática secuencial ,152,1140.4,5.7,36,1998,65,9,201,10.1,4000,430,Todo Terreno ,0,4597,2069,1727
2135,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D I4 L.Flw R-Dynamic...,150,5,Diesel,ambar,"48,386 €",Todo terreno tracción total permanente ,Automática secuencial ,148,1160.7,5.6,36,1998,65,9,188,11.8,2400,380,Todo Terreno ,0,4597,2069,1727
2136,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0Si4 R-Dynamic Base A...,250,5,Gasolina,rojo,"49,206 €",Todo terreno tracción total permanente ,Automática secuencial ,179,848.1,7.9,36,1997,67,9,225,7.6,5500,365,Todo Terreno ,0,4597,2069,1727
2137,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D SD4 S AWD Auto 240,240,5,Diesel,rojo,"49,346 €",Todo terreno tracción total permanente ,Automática secuencial ,163,1048.4,6.2,36,1998,65,9,220,7.7,4000,500,Todo Terreno ,0,4597,2069,1727
2138,Land Rover,Land rover - Discovery Sport,Discovery Sport 1.5 I3 PHEV S AWD Auto,308,5,Híbrido|Gasolina y corriente eléctrica ,verde,"49,364 €",Todo terreno tracción total permanente ,Automática secuencial ,46,2850,2,36,1497,57,8,209,6.6,5500,540,Todo Terreno ,2168,4597,1894,1727
2139,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0TD4 R-Dynamic SE AWD...,180,5,Diesel,ambar,"50,456 €",Todo terreno tracción total permanente ,Automática secuencial ,152,1140.4,5.7,36,1998,65,9,201,10.1,4000,430,Todo Terreno ,0,4597,2069,1727
2140,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0Si4 R-Dynamic S AWD ...,200,5,Gasolina,rojo,"50,601 €",Todo terreno tracción total permanente ,Automática secuencial ,177,859,7.8,36,1997,67,9,207,9,5500,320,Todo Terreno ,0,4597,2069,1727
2141,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D I4 L.Flw HSE AWD A...,150,5,Diesel,ambar,"51,176 €",Todo terreno tracción total permanente ,Automática secuencial ,144,1181.8,5.5,36,1998,65,9,190,11.4,4000,380,Todo Terreno ,0,4597,2069,1727
2142,Land Rover,Land rover - Discovery Sport,Discovery Sport 1.5 I3 PHEV R-Dynamic S...,308,5,Híbrido|Gasolina y corriente eléctrica ,verde,"51,503 €",Todo terreno tracción total permanente ,Automática secuencial ,46,2850,2,36,1497,57,8,209,6.6,5500,540,Todo Terreno ,2168,4597,1894,1727
2143,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D SD4 R-Dynamic S AW...,240,5,Diesel,rojo,"51,641 €",Todo terreno tracción total permanente ,Automática secuencial ,163,1048.4,6.2,36,1998,65,9,220,7.7,4000,500,Todo Terreno ,0,4597,2069,1727
2144,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0Si4 S AWD Auto 250,250,5,Gasolina,rojo,"51,763 €",Todo terreno tracción total permanente ,Automática secuencial ,179,848.1,7.9,36,1997,67,9,225,7.6,5500,365,Todo Terreno ,0,4597,2069,1727
2145,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0Si4 SE AWD Auto,200,5,Gasolina,rojo,"51,996 €",Todo terreno tracción total permanente ,Automática secuencial ,180,848.1,7.9,36,1997,67,9,206,9.2,5500,320,Todo Terreno ,0,4597,2069,1727
2146,Land Rover,Land rover - Discovery Sport,Discovery Sport 1.5 I3 PHEV SE AWD Auto,308,5,Híbrido|Gasolina y corriente eléctrica ,verde,"52,758 €",Todo terreno tracción total permanente ,Automática secuencial ,48,2850,2,36,1497,57,8,209,6.6,5500,540,Todo Terreno ,2168,4597,1894,1727
2147,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D SD4 SE AWD Auto 240,240,5,Diesel,rojo,"53,036 €",Todo terreno tracción total permanente ,Automática secuencial ,170,1015.6,6.4,36,1998,65,9,219,7.9,4000,500,Todo Terreno ,0,4597,2069,1727
2148,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0D I4 L.Flw R-Dynamic...,150,5,Diesel,ambar,"53,156 €",Todo terreno tracción total permanente ,Automática secuencial ,144,1181.8,5.5,36,1998,65,9,190,11.4,4000,380,Todo Terreno ,0,4597,2069,1727
2149,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0TD4 HSE AWD Auto 180,180,5,Diesel,ambar,"53,156 €",Todo terreno tracción total permanente ,Automática secuencial ,147,1160.7,5.6,36,1998,65,9,202,9.7,4000,430,Todo Terreno ,0,4597,2069,1727
2150,Land Rover,Land rover - Discovery Sport,Discovery Sport 2.0Si4 R-Dynamic S AWD ...,250,5,Gasolina,rojo,"54,274 €",Todo terreno tracción total permanente ,Automática secuencial ,179,848.1,7.9,36,1997,67,9,225,7.6,5500,365,Todo Terreno ,0,4597,2069,1727
2151,Land Rover,Land rover - Range Rover,Range Rover 3.0D SDV6 HSE 4WD Aut.,275,5,Diesel,rojo,"115,634 €",Todo terreno tracción total permanente ,Automática secuencial ,199,1246.4,6.9,36,2993,86,8,209,8,3500,625,Todo Terreno ,1749,5000,1983,1869
2152,Land Rover,Land rover - Range Rover,Range Rover 3.0D SDV6 Vogue 4WD Aut.,275,5,Diesel,rojo,"125,034 €",Todo terreno tracción total permanente ,Automática secuencial ,199,1246.4,6.9,36,2993,86,8,209,8,3500,625,Todo Terreno ,1749,5000,1983,1869
2153,Land Rover,Land rover - Range Rover,Range Rover 2.0 i4 PHEV Vogue 4WD Aut.,404,5,Híbrido|Gasolina y corriente eléctrica ,verde,"125,179 €",Todo terreno tracción total permanente ,Automática secuencial ,72,3214.3,2.8,36,2000,90,8,220,6.8,5500,640,Todo Terreno ,1709,5000,1983,1869
2154,Land Rover,Land rover - Range Rover,Range Rover 3.0I6 HSE 4WD Aut. 400,400,5,Gasolina,gris,"129,010 €",Todo terreno tracción total permanente ,Automática secuencial ,212,812.5,12.8,36,2996,104,8,225,5.4,6500,450,Todo Terreno ,1883,5000,1983,1869
2155,Land Rover,Land rover - Range Rover,Range Rover 2.0 i4 PHEV Vogue LWB 4WD Aut.,404,5,Híbrido|Gasolina y corriente eléctrica ,verde,"130,879 €",Todo terreno tracción total permanente ,Automática secuencial ,72,3214.3,2.8,36,2000,90,8,220,6.8,5500,640,Todo Terreno ,2103,5200,1983,1868
2156,Land Rover,Land rover - Range Rover,Range Rover 3.0D SDV6 Vogue LWB 4WD Aut.,275,5,Diesel,gris,"136,110 €",Todo terreno tracción total permanente ,Automática secuencial ,201,1246.4,6.9,36,2993,86,8,209,8,3500,625,Todo Terreno ,1887,5200,1983,1868
2157,Land Rover,Land rover - Range Rover,Range Rover 3.0I6 Vogue 4WD Aut. 400,400,5,Gasolina,gris,"138,710 €",Todo terreno tracción total permanente ,Automática secuencial ,212,812.5,12.8,36,2996,104,8,225,5.4,6500,450,Todo Terreno ,1883,5000,1983,1869
2158,Land Rover,Land rover - Range Rover,Range Rover 4.4D SDV8 Vogue 4WD Aut.,339,5,Diesel,gris,"138,710 €",Todo terreno tracción total permanente ,Automática secuencial ,243,1023.8,8.4,36,4367,86,8,218,6.9,3500,740,Todo Terreno ,2004,5000,1983,1869
2159,Land Rover,Land rover - Range Rover,Range Rover 2.0 i4 PHEV Autobiography 4...,404,5,Híbrido|Gasolina y corriente eléctrica ,verde,"144,279 €",Todo terreno tracción total permanente ,Automática secuencial ,75,3214.3,2.8,36,2000,90,8,220,6.8,5500,640,Todo Terreno ,1709,5000,1983,1869
2160,Land Rover,Land rover - Range Rover,Range Rover 3.0I6 Vogue LWB 4WD Aut. 400,400,5,Gasolina,gris,"145,010 €",Todo terreno tracción total conectable ,Automática secuencial ,213,812.5,12.8,36,2996,104,8,225,5.4,6500,450,Todo Terreno ,1883,5200,1983,1868
2161,Land Rover,Land rover - Range Rover,Range Rover 4.4D SDV8 Vogue LWB 4WD Aut.,339,5,Diesel,gris,"145,010 €",Todo terreno tracción total permanente ,Automática secuencial ,244,1023.8,8.4,36,4367,86,8,218,6.9,3500,740,Todo Terreno ,2092,5200,1983,1868
2162,Land Rover,Land rover - Range Rover,Range Rover 5.0 V8 Vogue 4WD Aut. 525,525,5,Gasolina,gris,"145,610 €",Todo terreno tracción total permanente ,Automática secuencial ,290,812.5,12.8,36,4999,104,8,225,5.4,6000,625,Todo Terreno ,1883,5000,1983,1869
2163,Land Rover,Land rover - Range Rover,Range Rover 2.0 i4 PHEV Autobiography L...,404,5,Híbrido|Gasolina y corriente eléctrica ,verde,"149,079 €",Todo terreno tracción total permanente ,Automática secuencial ,75,3214.3,2.8,36,2000,90,8,220,6.8,5500,640,Todo Terreno ,2103,5200,1983,1868
2164,Land Rover,Land rover - Range Rover,Range Rover 3.0D SDV6 Autobiography 4WD...,275,5,Diesel,gris,"151,110 €",Todo terreno tracción total permanente ,Automática secuencial ,204,1246.4,6.9,36,2993,86,8,209,8,3500,625,Todo Terreno ,1749,5000,1983,1869
2165,Land Rover,Land rover - Range Rover,Range Rover 5.0 V8 Vogue LWB 4WD Aut. 525,525,5,Gasolina,gris,"152,010 €",Todo terreno tracción total permanente ,Automática secuencial ,291,812.5,12.8,36,4999,104,8,225,5.4,6000,625,Todo Terreno ,1883,5200,1983,1868
2166,Land Rover,Land rover - Range Rover,Range Rover 3.0D SDV6 Autobiography LWB...,275,5,Diesel,gris,"156,610 €",Todo terreno tracción total permanente ,Automática secuencial ,201,1246.4,6.9,36,2993,86,8,209,8,3500,625,Todo Terreno ,1887,5200,1983,1868
2167,Land Rover,Land rover - Range Rover,Range Rover 4.4D SDV8 Autobiography 4WD...,339,5,Diesel,gris,"160,010 €",Todo terreno tracción total permanente ,Automática secuencial ,246,1023.8,8.4,36,4367,86,8,218,6.9,3500,740,Todo Terreno ,2004,5000,1983,1869
2168,Land Rover,Land rover - Range Rover,Range Rover 3.0I6 Autobiography 4WD Aut...,400,5,Gasolina,gris,"160,010 €",Todo terreno tracción total permanente ,Automática secuencial ,216,812.5,12.8,36,2996,104,8,225,5.4,6500,450,Todo Terreno ,1883,5000,1983,1869
2169,Land Rover,Land rover - Range Rover,Range Rover 4.4D SDV8 Autobiography LWB...,339,5,Diesel,gris,"165,510 €",Todo terreno tracción total permanente ,Automática secuencial ,247,1023.8,8.4,36,4367,86,8,218,6.9,3500,740,Todo Terreno ,2092,5200,1983,1868
2170,Land Rover,Land rover - Range Rover,Range Rover 3.0I6 Autobiography LWB 4WD...,400,5,Gasolina,gris,"165,510 €",Todo terreno tracción total conectable ,Automática secuencial ,217,812.5,12.8,36,2996,104,8,225,5.4,6500,450,Todo Terreno ,1883,5200,1983,1868
2171,Land Rover,Land rover - Range Rover,Range Rover 5.0 V8 Autobiography 4WD Au...,525,5,Gasolina,gris,"166,710 €",Todo terreno tracción total permanente ,Automática secuencial ,294,812.5,12.8,36,4999,104,8,225,5.4,6000,625,Todo Terreno ,1883,5000,1983,1869
2172,Land Rover,Land rover - Range Rover,Range Rover 5.0 V8 Autobiography LWB 4W...,525,5,Gasolina,gris,"172,210 €",Todo terreno tracción total permanente ,Automática secuencial ,295,812.5,12.8,36,4999,104,8,225,5.4,6000,625,Todo Terreno ,1883,5200,1983,1868
2173,Land Rover,Land rover - Range Rover,Range Rover 5.0 V8 SVAutobiography Dyna...,565,5,Gasolina,gris,"203,810 €",Todo terreno tracción total permanente ,Automática secuencial ,298,812.5,12.8,36,4999,104,8,225,5.4,6000,700,Todo Terreno ,1883,5000,1983,1869
2174,Land Rover,Land rover - Range Rover,Range Rover 2.0 i4 PHEV SVAutobiography...,404,5,Híbrido|Gasolina y corriente eléctrica ,verde,"205,879 €",Todo terreno tracción total conectable ,Automática secuencial ,75,3214.3,2.8,36,2000,90,8,220,6.8,5500,640,Todo Terreno ,1709,5000,1983,1869
2175,Land Rover,Land rover - Range Rover,Range Rover 3.0D SDV6 SVAutobiography L...,275,5,Diesel,gris,"220,110 €",Todo terreno tracción total permanente ,Automática secuencial ,206,1246.4,6.9,36,2993,86,8,209,8,3500,625,Todo Terreno ,1887,5200,1983,1868
2176,Land Rover,Land rover - Range Rover,Range Rover 3.0I6 SVAutobiography LWB 4...,400,5,Gasolina,gris,"229,010 €",Todo terreno tracción total conectable ,Automática secuencial ,217,812.5,12.8,36,2996,104,8,225,5.4,6500,450,Todo Terreno ,1883,5200,1983,1868
2177,Land Rover,Land rover - Range Rover,Range Rover 4.4D SDV8 SVAutobiography L...,339,5,Diesel,gris,"229,010 €",Todo terreno tracción total conectable ,Automática secuencial ,247,1023.8,8.4,36,4367,86,8,218,6.9,3500,740,Todo Terreno ,2092,5200,1983,1868
2178,Land Rover,Land rover - Range Rover,Range Rover 5.0 V8 SVAutobiography LWB ...,565,5,Gasolina,gris,"243,010 €",Todo terreno tracción total conectable ,Automática secuencial ,298,812.5,12.8,36,4999,104,8,225,5.4,6000,700,Todo Terreno ,1883,5200,1983,1868
2179,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D Standard FWD 150,150,5,Diesel,ambar,"31,807 €",Tracción delantera ,Manual ,143,1240.7,5.4,36,1999,67,6,201,10.5,2400,380,Todo Terreno ,1787,4371,1996,1649
2180,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D R-Dynamic FWD 150,150,5,Diesel,ambar,"34,744 €",Tracción delantera ,Manual ,143,1240.7,5.4,36,1999,67,6,201,10.5,2400,380,Todo Terreno ,1787,4371,1996,1649
2181,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D S FWD 150,150,5,Diesel,ambar,"37,264 €",Tracción delantera ,Manual ,143,1240.7,5.4,36,1999,67,6,201,10.5,2400,380,Todo Terreno ,1787,4371,1996,1649
2182,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D MHEV Standard AWD Aut. 150,150,5,Diesel,ambar,"37,309 €",Todo terreno tracción total permanente ,Automática secuencial ,142,1196.4,5.6,36,1999,67,9,196,11.2,2400,380,Todo Terreno ,1891,4371,1996,1649
2183,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0 I4 MHEV Standard AWD Aut. 200,200,5,Gasolina,rojo,"39,142 €",Todo terreno tracción total permanente ,Automática secuencial ,173,870.1,7.7,36,1997,67,9,216,8.5,5500,320,Todo Terreno ,1845,4371,1996,1649
2184,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D MHEV Standard AWD Aut. 180,180,5,Diesel,ambar,"39,334 €",Todo terreno tracción total permanente ,Automática secuencial ,145,1175.4,5.7,36,1999,67,9,205,9.3,2400,430,Todo Terreno ,1891,4371,1996,1649
2185,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D R-Dynamic S FWD 150,150,5,Diesel,ambar,"39,604 €",Tracción delantera ,Manual ,143,1240.7,5.4,36,1999,67,6,201,10.5,2400,380,Todo Terreno ,1787,4371,1996,1649
2186,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D MHEV R-Dynamic AWD Aut. 150,150,5,Diesel,ambar,"39,694 €",Todo terreno tracción total permanente ,Automática secuencial ,142,1196.4,5.6,36,1999,67,9,196,11.2,2400,380,Todo Terreno ,1891,4371,1996,1649
2187,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0 I4 MHEV R-Dynamic AWD Aut. 200,200,5,Gasolina,rojo,"41,572 €",Todo terreno tracción total permanente ,Automática secuencial ,173,870.1,7.7,36,1997,67,9,216,8.5,5500,320,Todo Terreno ,1845,4371,1996,1649
2188,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D MHEV R-Dynamic AWD Aut. 180,180,5,Diesel,ambar,"41,674 €",Todo terreno tracción total permanente ,Automática secuencial ,145,1175.4,5.7,36,1999,67,9,205,9.3,2400,430,Todo Terreno ,1891,4371,1996,1649
2189,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D MHEV S AWD Aut. 150,150,5,Diesel,ambar,"42,169 €",Todo terreno tracción total permanente ,Automática secuencial ,142,1196.4,5.6,36,1999,67,9,196,11.2,2400,380,Todo Terreno ,1891,4371,1996,1649
2190,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D MHEV Standard AWD Aut. 240,240,5,Diesel,ambar,"42,934 €",Todo terreno tracción total permanente ,Automática secuencial ,156,1080.6,6.2,36,1999,67,9,225,7.7,2400,500,Todo Terreno ,1955,4371,1996,1649
2191,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0 I4 MHEV Standard AWD Aut. 250,249,5,Gasolina,rojo,"43,282 €",Todo terreno tracción total permanente ,Automática secuencial ,176,848.1,7.9,36,1997,67,9,230,7.5,5500,365,Todo Terreno ,1893,4371,1996,1649
2192,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0 I4 MHEV S AWD Aut. 200,200,5,Gasolina,rojo,"44,137 €",Todo terreno tracción total permanente ,Automática secuencial ,173,870.1,7.7,36,1997,67,9,216,8.5,5500,320,Todo Terreno ,1845,4371,1996,1649
2193,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D MHEV S AWD Aut. 180,180,5,Diesel,ambar,"44,149 €",Todo terreno tracción total permanente ,Automática secuencial ,145,1175.4,5.7,36,1999,67,9,205,9.3,2400,430,Todo Terreno ,1891,4371,1996,1649
2194,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D MHEV R-Dynamic S AWD Aut. 150,150,5,Diesel,ambar,"44,554 €",Todo terreno tracción total permanente ,Automática secuencial ,142,1196.4,5.6,36,1999,67,9,196,11.2,2400,380,Todo Terreno ,1891,4371,1996,1649
2195,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0D MHEV R-Dynamic AWD Aut. 240,240,5,Diesel,ambar,"45,319 €",Todo terreno tracción total permanente ,Automática secuencial ,156,1080.6,6.2,36,1999,67,9,225,7.7,2400,500,Todo Terreno ,1955,4371,1996,1649
2196,Land Rover,Land rover - Range Rover Evoque,Evoque 2.0 I4 MHEV R-Dynamic AWD Aut. 250,249,5,Gasolina,rojo,"45,757 €",Todo terreno tracción total permanente ,Automática secuencial ,176,848.1,7.9,36,1997,67,9,230,7.5,5500,365,Todo Terreno ,1893,4371,1996,1649
