ID#,BRAND,MODEL,VERSION1,POTENCIA1 (cv),PUERTAS,COMBUSTIBLE,CO2,PRECIO,Tracción,Transmisión,Emisiones CO2 (gr/km),Autonomía (km),Consumo (l/100km),Garantía (meses),Motor (cc),Capacidad depósito (lts),N° marchas,Velocidad Máxima (km/h),Aceleración (0-100 km) (s),Revoluciones Potencia Máxima (rpm),Par motor (Nm),Carrocería,Peso (kg),Largo (mm),Ancho (mm),Alto (mm)
1277,Ford,Ford - Mustang,Mustang Convertible 5.0 Ti-VCT GT,455,2,Gasolina,gris,"48,655 €",Tracción trasera ,Manual ,284,476.6,12.8,24,5038,61,6,250,0,0,529,Convertible ,1651,4784,1916,1994
1278,Ford,Ford - Mustang,Mustang Fastback 5.0 Ti-VCT GT,455,2,Gasolina,gris,"49,584 €",Tracción trasera ,Manual ,278,491.9,12.4,24,5038,61,6,250,0,0,529,Coupe ,1651,4784,1916,1381
1279,Ford,Ford - Mustang,Mustang Fastback 5.0 Ti-VCT GT Aut.,455,2,Gasolina,gris,"51,307 €",Tracción trasera ,Automática secuencial ,268,504.1,12.1,24,5038,61,10,250,0,0,529,Coupe ,1659,4784,1916,1381
1280,Ford,Ford - Mustang,Mustang Convertible 5.0 Ti-VCT GT Aut.,455,2,Gasolina,gris,"51,655 €",Tracción trasera ,Automática secuencial ,273,488,12.5,24,5038,61,10,250,0,0,529,Convertible ,1659,4784,1916,1994
1281,Ford,Ford - Mustang,Mustang Fastback 5.0 Ti-VCT Bullit,460,2,Gasolina,gris,"55,524 €",Tracción trasera ,Manual ,287,491.9,12.4,24,5038,61,6,250,0,0,529,Coupe ,1651,4784,1916,1381
1282,Ford,Ford - Puma,Puma 1.0 EcoBoost MHEV Titanium 125,125,5,Gasolina,verde,"15,378 €",Tracción delantera ,Manual ,96,1000,4.2,24,999,42,6,191,9.8,6000,210,Todo Terreno ,1280,4186,1805,1537
1283,Ford,Ford - Puma,Puma 1.0 EcoBoost MHEV Titanium 155,155,5,Gasolina,verde,"16,988 €",Tracción delantera ,Manual ,99,954.5,4.4,24,999,42,6,200,9,6000,220,Todo Terreno ,1280,4186,1805,1537
1284,Ford,Ford - Puma,Puma 1.0 EcoBoost MHEV ST-Line 125,125,5,Gasolina,verde,"17,566 €",Tracción delantera ,Manual ,96,1000,4.2,24,999,42,6,191,9.8,6000,210,Todo Terreno ,1280,4207,1805,1534
1285,Ford,Ford - Puma,Puma 1.0 EcoBoost MHEV ST-Line X 125,125,5,Gasolina,verde,"18,535 €",Tracción delantera ,Manual ,99,1000,4.2,24,999,42,6,191,9.8,6000,210,Todo Terreno ,1280,4207,1805,1534
1286,Ford,Ford - Puma,Puma 1.0 EcoBoost MHEV ST-Line X 155,155,5,Gasolina,verde,"19,155 €",Tracción delantera ,Manual ,101,954.5,4.4,24,999,42,6,200,9,6000,220,Todo Terreno ,1280,4207,1805,1534
1287,Ford,Ford - Puma,Puma 1.0 EcoBoost Titanium Aut. 125,125,5,Gasolina,verde,"19,505 €",Tracción delantera ,Automática secuencial ,110,857.1,4.9,24,999,42,7,0,0,6000,170,Todo Terreno ,1280,4186,1805,1538
1288,Ford,Ford - Puma,Puma 1.0 EcoBoost MHEV ST-Line 155,155,5,Gasolina,verde,"19,989 €",Tracción delantera ,Manual ,99,954.5,4.4,24,999,42,6,200,9,6000,220,Todo Terreno ,1280,4207,1805,1534
1289,Ford,Ford - Puma,Puma 1.0 EcoBoost ST-Line Aut. 125,125,5,Gasolina,verde,"20,755 €",Tracción delantera ,Automática secuencial ,110,857.1,4.9,24,999,42,7,200,0,6000,170,Todo Terreno ,1280,4207,1805,1538
1290,Ford,Ford - Puma,Puma 1.0 EcoBoost ST-Line Aut. X 125,125,5,Gasolina,verde,"22,455 €",Tracción delantera ,Automática secuencial ,110,857.1,4.9,24,999,42,7,200,0,6000,170,Todo Terreno ,1280,4207,1805,1538
1291,Ford,Ford - Puma,Puma 1.0 EcoBoost MHEV Vignale 125,125,5,Gasolina,verde,"26,733 €",Tracción delantera ,Manual ,97,1000,4.2,24,999,42,6,191,9.8,6000,210,Todo Terreno ,1280,4207,1805,1534
1292,Ford,Ford - Puma,Puma 1.0 EcoBoost MHEV Vignale 155,155,5,Gasolina,verde,"27,633 €",Tracción delantera ,Manual ,99,954.5,4.4,24,999,42,6,200,9,6000,220,Todo Terreno ,1280,4207,1805,1534
1293,Ford,Ford - Puma,Puma 1.0 EcoBoost Vignale Aut. 125,125,5,Gasolina,verde,"28,383 €",Tracción delantera ,Automática secuencial ,110,857.1,4.9,24,999,42,7,200,0,6000,170,Todo Terreno ,1280,4207,1805,1538
1294,Ford,Ford - Puma SUV,Puma 1.5 Ecoblue Titanium 120,120,5,Diesel,verde,"19,005 €",Tracción delantera ,Manual ,99,1052.6,3.8,24,1499,40,6,0,0,3750,215,Todo Terreno ,1280,4186,1805,1538
1295,Ford,Ford - Puma SUV,Puma 1.5 Ecoblue ST-Line 120,120,5,Diesel,verde,"20,255 €",Tracción delantera ,Manual ,99,1052.6,3.8,24,1499,40,6,200,0,3750,220,Todo Terreno ,1280,4186,1805,1538
1296,Ford,Ford - Puma SUV,Puma 1.5 Ecoblue ST-Line X 120,120,5,Diesel,verde,"21,955 €",Tracción delantera ,Manual ,99,1052.6,3.8,24,1499,40,6,200,0,3750,220,Todo Terreno ,1280,4186,1805,1538
1297,Ford,Ford - Ranger,Ranger 2.0TDCI S&S DCb. Wildtrak 4x4 213,213,4,Diesel,gris,"28,612 €",Tracción total permanente ,Manual ,203,1025.6,7.8,24,1996,80,6,175,10.9,3750,500,Pick-Up Doble Cabina ,1969,5362,1860,1815
1298,Ford,Ford - Ranger,Ranger 2.0TDCI S&S Cb.Sencilla XL 4x4 170,170,2,Diesel,rojo,"29,020 €",Tracción total permanente ,Manual ,183,1159.4,6.9,24,1996,80,6,175,11.8,3500,420,Pick-Up ,1978,5277,1860,1800
1299,Ford,Ford - Ranger,Ranger 2.0TDCI S&S Super Cab XL 4x4 170,170,2,Diesel,rojo,"29,515 €",Tracción total permanente ,Manual ,185,1159.4,6.9,24,1996,80,6,175,11.8,3500,420,Pick-Up ,1978,5362,1860,1804
1300,Ford,Ford - Ranger,Ranger 2.0TDCI S&S DCb. XL 4x4 170,170,4,Diesel,rojo,"31,000 €",Tracción total permanente ,Manual ,185,1159.4,6.9,24,1996,80,6,175,11.8,3500,420,Pick-Up Doble Cabina ,1969,5362,1860,1815
1301,Ford,Ford - Ranger,Ranger 2.0TDCI DCb. Wildtrak 4x4 Aut. 213,213,4,Diesel,gris,"32,523 €",Tracción total permanente ,Automática secuencial ,205,1039,7.7,24,1996,80,10,175,10.9,3750,500,Pick-Up Doble Cabina ,1969,5362,1860,1815
1302,Ford,Ford - Ranger,Ranger 2.0TDCI S&S DCb. XLT 4x4 170,170,4,Diesel,rojo,"32,757 €",Tracción total permanente ,Manual ,185,1159.4,6.9,24,1996,80,6,175,11.8,3500,420,Pick-Up Doble Cabina ,1969,5362,1860,1815
1303,Ford,Ford - Ranger,Ranger 2.0TDCI S&S DCb.XLT Limited 4x4 170,170,4,Diesel,rojo,"37,514 €",Tracción total permanente ,Manual ,183,1159.4,6.9,24,1996,80,6,175,11.8,3500,420,Pick-Up Doble Cabina ,1969,5362,1860,1815
1304,Ford,Ford - Ranger,Ranger 2.0TDCI DCb.XLT Limited 4x4 Aut....,170,4,Diesel,rojo,"38,999 €",Tracción total permanente ,Automática secuencial ,197,1066.7,7.5,24,1996,80,10,175,11.8,3500,420,Pick-Up Doble Cabina ,1969,5362,1860,1815
1305,Ford,Ford - Ranger,Ranger 2.0TDCI S&S Super Cab Wildtrak 4x4,213,2,Diesel,gris,"39,989 €",Tracción total permanente ,Manual ,203,1159.4,6.9,24,1996,80,6,175,11.8,3750,500,Pick-Up ,1978,5362,1860,1804
1306,Ford,Ford - Ranger,Ranger 2.0TDCI Super Cab Wildtrak 4x4 Aut.,213,2,Diesel,gris,"41,474 €",Tracción total permanente ,Automática secuencial ,204,1159.4,6.9,24,1996,80,10,175,11.8,3750,500,Pick-Up ,1978,5362,1860,1804
1307,Ford,Ford - Ranger,Ranger 2.0TDCI DCb. Raptor 4x4 Aut. 213,213,4,Diesel,gris,"45,154 €",Tracción total permanente ,Automática secuencial ,233,898.9,8.9,24,1996,80,10,175,10.9,3750,500,Pick-Up Doble Cabina ,1969,5362,1860,1815
1308,Ford,Ford - S-Max,S-Max 2.0TDCi Panther Trend 150,150,5,Diesel,ambar,"24,935 €",Tracción delantera ,Manual ,130,1400,5,24,1996,70,6,198,10.8,3500,370,Monovolumen ,1725,4796,1916,1655
1309,Ford,Ford - S-Max,S-Max 2.0TDCi Panther ST-Line 150,150,5,Diesel,ambar,"31,555 €",Tracción delantera ,Manual ,130,1346.2,5.2,24,1996,70,6,198,10.8,3500,370,Monovolumen ,1725,4796,1916,1655
1310,Ford,Ford - S-Max,S-Max 2.0TDCi Panther Trend Powershift 150,150,5,Diesel,ambar,"39,001 €",Tracción delantera ,Automática secuencial ,138,1320.8,5.3,24,1996,70,8,196,10.8,3500,370,Monovolumen ,1733,4796,1916,1655
1311,Ford,Ford - S-Max,S-Max 2.0TDCi Panther Titanium 150,150,5,Diesel,ambar,"39,701 €",Tracción delantera ,Manual ,130,1400,5,24,1996,70,6,198,10.8,3500,370,Monovolumen ,1725,4796,1916,1655
1312,Ford,Ford - S-Max,S-Max 2.0TDCi Panther Titanium Powershi...,150,5,Diesel,ambar,"41,776 €",Tracción delantera ,Automática secuencial ,138,1320.8,5.3,24,1996,70,8,196,10.8,3500,370,Monovolumen ,1733,4796,1916,1655
1313,Ford,Ford - S-Max,S-Max 2.0TDCi Panther ST-Line Powershif...,150,5,Diesel,ambar,"43,876 €",Tracción delantera ,Automática secuencial ,138,1272.7,5.5,24,1996,70,8,196,10.8,3500,370,Monovolumen ,1733,4796,1916,1655
1314,Ford,Ford - S-Max,S-Max 2.0TDCi Panther Titanium Powershi...,191,5,Diesel,ambar,"44,476 €",Tracción delantera ,Automática secuencial ,134,1346.2,5.2,24,1996,70,8,208,9.7,3500,400,Monovolumen ,1725,4796,1916,1655
1315,Ford,Ford - S-Max,S-Max 2.0TDCi Panther ST-Line Powershif...,190,5,Diesel,ambar,"46,576 €",Tracción delantera ,Automática secuencial ,134,1346.2,5.2,24,1996,70,8,208,9.7,3500,400,Monovolumen ,1725,4796,1916,1655
1316,Ford,Ford - S-Max,S-Max 2.0TDCi Panther Titanium AWD Powe...,190,5,Diesel,ambar,"47,476 €",Tracción total permanente ,Automática secuencial ,151,1206.9,5.8,24,1996,70,8,206,9.9,3500,400,Monovolumen ,1725,4796,1916,1655
1317,Ford,Ford - S-Max,S-Max 2.0TDCi Panther ST-Line AWD Power...,190,5,Diesel,ambar,"49,576 €",Tracción total permanente ,Automática secuencial ,151,1206.9,5.8,24,1996,70,8,206,9.9,3500,400,Monovolumen ,1725,4796,1916,1655
1318,Ford,Ford - S-Max,S-Max 2.0TDCi Panther Bi-turbo ST-Line ...,240,5,Diesel,ambar,"49,951 €",Tracción delantera ,Automática secuencial ,152,1272.7,5.5,24,1996,70,8,220,8.6,4000,500,Monovolumen ,1765,4796,1916,1655
1319,Ford,Ford - S-Max,Vignale S-Max 2.0TDCi Aut. 190,190,5,Diesel,ambar,"51,726 €",Tracción delantera ,Automática secuencial ,134,1206.9,5.8,24,1997,70,8,206,9.9,3500,400,Monovolumen ,1725,4796,1916,1655
1320,Ford,Ford - S-Max,Vignale S-Max 2.0TDCi AWD Aut. 190,190,5,Diesel,ambar,"54,726 €",Tracción total permanente ,Automática secuencial ,151,1206.9,5.8,24,1997,70,8,206,9.9,3500,400,Monovolumen ,1725,4796,1916,1655
1321,Ford,Ford - S-Max,Vignale S-Max 2.0TDCi Bi-turbo Aut. 240,240,5,Diesel,ambar,"55,101 €",Tracción delantera ,Automática secuencial ,152,1272.7,5.5,24,1997,70,8,218,8.6,0,450,Monovolumen ,1765,4796,1916,1655
1322,Ford,Ford - Tourneo Connect,Tourneo Connect 1.5TDCi Auto-S&S Titani...,120,5,Diesel,verde,"18,307 €",Tracción delantera ,Manual ,118,1363.6,4.4,36,1499,60,6,171,12.6,0,300,Monovolumen ,1643,4418,2137,1844
1323,Ford,Ford - Tourneo Connect,Tourneo Connect 1.5TDCi Auto-S&S Titani...,100,5,Diesel,verde,"18,543 €",Tracción delantera ,Manual ,118,1363.6,4.4,36,1499,60,6,163,13.3,0,250,Monovolumen ,1643,4418,2137,1844
1324,Ford,Ford - Tourneo Connect,Grand Tourneo Connect 1.5TDCi Auto-S&S ...,120,5,Diesel,ambar,"19,480 €",Tracción delantera ,Manual ,122,1304.3,4.6,36,1499,60,6,171,12.6,3600,270,Monovolumen ,1695,4818,2137,1835
1325,Ford,Ford - Tourneo Connect,Tourneo Connect 1.5TDCi Auto-S&S Trend 100,100,5,Diesel,verde,"22,462 €",Tracción delantera ,Manual ,118,1363.6,4.4,36,1499,60,6,163,13.3,0,250,Monovolumen ,1643,4418,2137,1844
1326,Ford,Ford - Tourneo Connect,Tourneo Connect 1.5TDCi Auto-S&S Trend 120,120,5,Diesel,verde,"23,362 €",Tracción delantera ,Manual ,118,1363.6,4.4,36,1499,60,6,171,12.6,0,270,Monovolumen ,1643,4418,2137,1844
1327,Ford,Ford - Tourneo Connect,Grand Tourneo Connect 1.5TDCi Auto-S&S ...,100,5,Diesel,ambar,"23,754 €",Tracción delantera ,Manual ,122,1363.6,4.4,36,1499,60,6,163,13.3,0,250,Monovolumen ,1695,4818,2137,1835
1328,Ford,Ford - Tourneo Connect,Grand Tourneo Connect 1.5TDCi Auto-S&S ...,120,5,Diesel,ambar,"24,654 €",Tracción delantera ,Manual ,122,1304.3,4.6,36,1499,60,6,171,12.6,3600,270,Monovolumen ,1695,4818,2137,1835
1329,Ford,Ford - Tourneo Connect,Tourneo Connect 1.5TDCi Auto-S&S Trend ...,120,5,Diesel,ambar,"24,754 €",Tracción delantera ,Automática secuencial ,130,1200,5,36,1499,60,8,168,12.9,0,300,Monovolumen ,1643,4418,2137,1844
1330,Ford,Ford - Tourneo Connect,Grand Tourneo Connect 1.5TDCi Auto-S&S ...,100,5,Diesel,ambar,"24,764 €",Tracción delantera ,Manual ,122,1363.6,4.4,36,1499,60,6,163,13.3,0,250,Monovolumen ,1695,4818,2137,1835
1331,Ford,Ford - Tourneo Connect,Tourneo Connect 1.5TDCi Auto-S&S Titani...,120,5,Diesel,ambar,"25,764 €",Tracción delantera ,Automática secuencial ,130,1200,5,36,1499,60,8,168,12.9,0,300,Monovolumen ,1643,4418,2137,1844
1332,Ford,Ford - Tourneo Connect,Grand Tourneo Connect 1.5TDCi Auto-S&S ...,120,5,Diesel,ambar,"26,104 €",Tracción delantera ,Automática secuencial ,135,1200,5,36,1499,60,8,168,12.9,3600,300,Monovolumen ,1695,4818,2137,1835
1333,Ford,Ford - Tourneo Connect,Grand Tourneo Connect 1.5TDCi Auto-S&S ...,120,5,Diesel,ambar,"27,114 €",Tracción delantera ,Automática secuencial ,135,1200,5,36,1499,60,8,168,12.9,3600,300,Monovolumen ,1695,4818,2137,1835
1334,Ford,Ford - Tourneo Courier,Tourneo Courier 1.5TDCi Titanium 100,100,5,Diesel,verde,"12,954 €",Tracción delantera ,Manual ,112,1146.3,4.1,24,1499,47,6,157,16,4000,190,Monovolumen ,1205,4157,1976,1726
1335,Ford,Ford - Tourneo Courier,Tourneo Courier 1.5TDCi Trend 100,100,5,Diesel,verde,"13,178 €",Tracción delantera ,Manual ,111,1146.3,4.1,24,1499,47,6,157,16,4000,190,Monovolumen ,1205,4157,1976,1726
1336,Ford,Ford - Tourneo Courier,Tourneo Courier 1.5TDCi Sport 100,100,5,Diesel,verde,"13,653 €",Tracción delantera ,Manual ,112,1146.3,4.1,24,1499,47,6,157,16,4000,190,Monovolumen ,1205,4157,1976,1726
1337,Ford,Ford - Tourneo Custom,Grand Tourneo Custom 2.0 EcoBlue Hybrid...,130,5,Diesel,ambar,"26,437 €",Tracción delantera ,Manual ,145,1311.5,6.1,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1338,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Trend 105,105,5,Diesel,rojo,"39,979 €",Tracción delantera ,Manual ,164,1311.5,6.1,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1339,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Hybrid Trend...,130,5,Diesel,ambar,"41,049 €",Tracción delantera ,Manual ,145,1311.5,6.1,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1340,Ford,Ford - Tourneo Custom,Grand Tourneo Custom 2.0 EcoBlue Hybrid...,130,5,Diesel,ambar,"41,568 €",Tracción delantera ,Manual ,145,1311.5,6.1,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1341,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Trend 130,130,5,Diesel,rojo,"41,600 €",Tracción delantera ,Manual ,164,1311.5,6.1,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1342,Ford,Ford - Tourneo Custom,Grand Tourneo Custom 2.0 EcoBlue Trend 130,130,5,Diesel,rojo,"42,140 €",Tracción delantera ,Manual ,164,1311.5,6.1,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1343,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Hybrid Titan...,130,5,Diesel,ambar,"43,127 €",Tracción delantera ,Manual ,145,1311.5,6.1,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1344,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Titanium 130,130,5,Diesel,rojo,"43,761 €",Tracción delantera ,Manual ,164,1311.5,6.1,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1345,Ford,Ford - Tourneo Custom,Grand Tourneo Custom 2.0 EcoBlue Titani...,130,5,Diesel,rojo,"44,302 €",Tracción delantera ,Manual ,164,1311.5,6.1,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1346,Ford,Ford - Tourneo Custom,Shuttle Grand Tourneo Custom 2.0 EcoBlu...,130,5,Diesel,rojo,"45,058 €",Tracción delantera ,Automática secuencial ,174,1311.5,6.1,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1347,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Hybrid Titan...,185,5,Diesel,ambar,"46,193 €",Tracción delantera ,Manual ,147,1290.3,6.2,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1348,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Titanium Aut...,130,5,Diesel,rojo,"46,463 €",Tracción delantera ,Automática secuencial ,174,1250,6.4,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1349,Ford,Ford - Tourneo Custom,Shuttle Grand Tourneo Custom 2.0 EcoBlu...,185,5,Diesel,ambar,"46,557 €",Tracción delantera ,Manual ,147,1230.8,6.5,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1350,Ford,Ford - Tourneo Custom,Grand Tourneo Custom 2.0 EcoBlue Hybrid...,185,5,Diesel,ambar,"46,712 €",Tracción delantera ,Manual ,147,1230.8,6.5,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1351,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Titanium 185,185,5,Diesel,rojo,"46,949 €",Tracción delantera ,Manual ,162,1290.3,6.2,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1352,Ford,Ford - Tourneo Custom,Grand Tourneo Custom 2.0 EcoBlue Titani...,130,5,Diesel,rojo,"47,003 €",Tracción delantera ,Automática secuencial ,174,1250,6.4,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1353,Ford,Ford - Tourneo Custom,Shuttle Grand Tourneo Custom 2.0 EcoBlu...,185,5,Diesel,rojo,"47,327 €",Tracción delantera ,Manual ,162,1230.8,6.5,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1354,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Hybrid Sport...,185,5,Diesel,ambar,"47,388 €",Tracción delantera ,Manual ,145,1290.3,6.2,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1355,Ford,Ford - Tourneo Custom,Grand Tourneo Custom 2.0 EcoBlue Titani...,185,5,Diesel,rojo,"47,489 €",Tracción delantera ,Manual ,162,1230.8,6.5,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1356,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Hybrid Titan...,185,5,Diesel,ambar,"47,700 €",Tracción delantera ,Manual ,147,1290.3,6.2,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1357,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Sport 185,185,5,Diesel,rojo,"48,192 €",Tracción delantera ,Manual ,164,1290.3,6.2,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1358,Ford,Ford - Tourneo Custom,Grand Tourneo Custom 2.0 EcoBlue Hybrid...,185,5,Diesel,ambar,"48,219 €",Tracción delantera ,Manual ,147,1230.8,6.5,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1359,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Titanium X 185,185,5,Diesel,rojo,"48,516 €",Tracción delantera ,Manual ,162,1290.3,6.2,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1360,Ford,Ford - Tourneo Custom,Grand Tourneo Custom 2.0 EcoBlue Titani...,185,5,Diesel,rojo,"49,056 €",Tracción delantera ,Manual ,162,1230.8,6.5,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1361,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Titanium Aut...,185,5,Diesel,rojo,"49,650 €",Tracción delantera ,Automática secuencial ,174,1269.8,6.3,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1362,Ford,Ford - Tourneo Custom,Shuttle Grand Tourneo Custom 2.0 EcoBlu...,185,5,Diesel,rojo,"50,029 €",Tracción delantera ,Automática secuencial ,174,1230.8,6.5,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1363,Ford,Ford - Tourneo Custom,Grand Tourneo Custom 2.0 EcoBlue Titani...,185,5,Diesel,rojo,"50,191 €",Tracción delantera ,Automática secuencial ,174,1230.8,6.5,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1364,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Sport Aut. 185,185,5,Diesel,rojo,"50,893 €",Tracción delantera ,Automática secuencial ,174,1269.8,6.3,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1365,Ford,Ford - Tourneo Custom,Tourneo Custom 2.0 EcoBlue Titanium X A...,185,5,Diesel,rojo,"51,217 €",Tracción delantera ,Automática secuencial ,174,1269.8,6.3,24,1997,80,6,0,0,0,0,Monovolumen ,2071,4972,2080,1922
1366,Ford,Ford - Tourneo Custom,Grand Tourneo Custom 2.0 EcoBlue Titani...,185,5,Diesel,rojo,"51,758 €",Tracción delantera ,Automática secuencial ,174,1230.8,6.5,24,1997,80,6,0,0,0,0,Monovolumen ,2163,5339,1986,1976
1367,Ford,Ford - Tourneo Custom,Tourneo Custom 1.0 Ecoboost PHEV Titani...,125,5,Híbrido|Gasolina y corriente eléctrica ,verde,"61,278 €",Tracción delantera ,"Directo, sin caja de cambios ",70,0,0,24,999,54,1,120,0,0,355,Monovolumen ,2071,4973,1986,2000
1368,Ford,Ford - Transit,FT 350 MHEV L3 Van Trend 130,130,4,Diesel,rojo,"21,111 €",Tracción delantera ,Manual ,165,1126.8,7.1,24,1997,80,6,0,0,0,350,Furgon ,2204,5981,2059,2481
1369,Ford,Ford - Transit,FT 310 L2 Van Ambiente 105,105,4,Diesel,rojo,"32,663 €",Tracción delantera ,Manual ,166,1159.4,6.9,24,1997,80,6,0,0,0,310,Furgon ,2097,5531,2059,2490
1370,Ford,Ford - Transit,FT 350 L2 Chasis Ambiente 130,130,2,Diesel,rojo,"32,756 €",Tracción delantera ,Manual ,168,1159.4,6.9,24,1997,80,6,0,0,0,350,Chasis ,1664,5572,2052,2176
1371,Ford,Ford - Transit,FT 350 L2 Chasis Ambiente Tr. Tra. 130,130,2,Diesel,gris,"32,963 €",Tracción trasera ,Manual ,205,1000,8,24,1997,80,6,0,0,0,350,Chasis ,1779,5572,2052,2176
1372,Ford,Ford - Transit,FT 310 L3 Van Ambiente 105,105,4,Diesel,rojo,"33,163 €",Tracción delantera ,Manual ,173,1159.4,6.9,24,1997,80,6,0,0,0,310,Furgon ,2176,5981,2059,2481
1373,Ford,Ford - Transit,FT 350 L3 Chasis Ambiente 130,130,2,Diesel,rojo,"33,263 €",Tracción delantera ,Manual ,168,1159.4,6.9,24,1997,80,6,0,0,0,350,Chasis ,1683,6022,2052,2183
1374,Ford,Ford - Transit,FT 350 L3 Chasis Ambiente Tr. Tra. 130,130,2,Diesel,gris,"33,463 €",Tracción trasera ,Manual ,205,1000,8,24,1997,80,6,0,0,0,350,Chasis ,1801,6022,2052,2183
1375,Ford,Ford - Transit,FT 350 L2 Skeletal Chasis Trend 130,130,2,Diesel,rojo,"33,963 €",Tracción delantera ,Manual ,179,1159.4,6.9,24,1997,80,6,0,0,0,350,Chasis ,1664,5572,2052,2176
1376,Ford,Ford - Transit,FT 350 L2 Chasis Trend 130,130,2,Diesel,rojo,"33,963 €",Tracción delantera ,Manual ,168,1159.4,6.9,24,1997,80,6,0,0,0,350,Chasis ,1664,5572,2052,2176
1377,Ford,Ford - Transit,FT 330 EcoBlue Hybrid L1 Chasis Ambient...,130,2,Diesel,ambar,"34,063 €",Tracción trasera ,Manual ,157,1000,8,24,1997,80,6,0,0,0,350,Chasis ,1760,5205,2052,2192
1378,Ford,Ford - Transit,FT 350 L2 Chasis Trend Tr. Tra. 130,130,2,Diesel,gris,"34,163 €",Tracción trasera ,Manual ,201,1000,8,24,1997,80,6,0,0,0,350,Chasis ,1779,5572,2052,2176
1379,Ford,Ford - Transit,FT 310 L2 Van Trend 105,105,4,Diesel,rojo,"34,263 €",Tracción delantera ,Manual ,173,1159.4,6.9,24,1997,80,6,0,0,0,310,Furgon ,2097,5531,2059,2490
1380,Ford,Ford - Transit,FT 350 L2 Chasis Heavy Duty Trend 130,130,2,Diesel,rojo,"34,263 €",Tracción delantera ,Manual ,177,1159.4,6.9,24,1997,80,6,0,0,0,350,Chasis ,1664,5572,2052,2176
1381,Ford,Ford - Transit,FT 350 L2 Skeletal Chasis Heavy Duty Tr...,130,2,Diesel,rojo,"34,263 €",Tracción delantera ,Manual ,179,1159.4,6.9,24,1997,80,6,0,0,0,350,Chasis ,1664,5572,2052,2176
1382,Ford,Ford - Transit,FT 350 L3 Van Ambiente 105,105,4,Diesel,rojo,"34,263 €",Tracción delantera ,Manual ,173,1095.9,7.3,24,1997,80,6,0,0,0,310,Furgon ,2204,5981,2059,2481
1383,Ford,Ford - Transit,FT 350 L3 Skeletal Chasis Trend 130,130,2,Diesel,rojo,"34,463 €",Tracción delantera ,Manual ,179,1159.4,6.9,24,1997,80,6,0,0,0,350,Chasis ,1683,6022,2052,2183
