ID#,Potencia (cv),Puertas,Precio (€),Emisiones CO2 (gr/km),Autonomía (km),Consumo (l/100km),Garantía (meses),Motor (cc),Capacidad depósito (lts),N° marchas,Velocidad Máxima (km/h),Aceleración (0-100 km) (s),Revoluciones Potencia Máxima (rpm),Par motor (Nm),Peso (kg),Largo (mm),Ancho (mm),Alto (mm),Marca_Alfa Romeo,Marca_Audi,Marca_Bmw,Marca_Citroen,Marca_Cupra,Marca_Dacia,Marca_Ds,Marca_Fiat,Marca_Ford,Marca_Honda,Marca_Hyundai,Marca_Jaguar,Marca_Jeep,Marca_Kia,Marca_Land Rover,Marca_Lexus,Marca_Mazda,Marca_Mercedes,Marca_Mini,Marca_Mitsubishi,Marca_Morgan,Marca_Nissan,Marca_Opel,Marca_Peugeot,Marca_Porsche,Marca_Renault,Marca_Seat,Marca_Skoda,Marca_Subaru,Marca_Suzuki,Marca_Toyota,Marca_Volkswagen,Marca_Volvo,Combustible_Diésel,Combustible_Gasolina,Combustible_Híbrido,CO2_gris,CO2_rojo,CO2_verde,Tracción_Tracción total,Tracción_Tracción trasera,Transmisión_Automática continua ,"Transmisión_Automática continua, secuencial ",Transmisión_Automática secuencial ,Transmisión_Manual ,Transmisión_Manual automatizada ,Transmisión_Manual con subgrupos ,Carrocería_Bus ,Carrocería_Chasis ,Carrocería_Chasis Doble Cabina ,Carrocería_Combi ,Carrocería_Convertible ,Carrocería_Coupe ,Carrocería_Furgon ,Carrocería_Monovolumen ,Carrocería_Pick-Up ,Carrocería_Pick-Up Doble Cabina ,Carrocería_Roadster ,Carrocería_Stationwagon ,Carrocería_Todo Terreno 
3334,150,5.0,26894.0,146.0,1090.9,5.5,36.0,1749.0,60.0,6,190.0,12.7,3500.0,340.0,1645.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3335,150,5.0,27256.0,150.0,1052.6,5.7,36.0,1749.0,60.0,6,190.0,12.7,3500.0,340.0,1645.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3336,150,5.0,27871.0,160.0,1000.0,6.0,36.0,1749.0,60.0,6,190.0,12.7,3500.0,340.0,1700.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3337,150,5.0,28572.0,147.0,1071.4,5.6,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1505.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3338,150,5.0,28652.0,148.0,1071.4,5.6,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1670.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3339,150,5.0,28882.0,150.0,1052.6,5.7,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1645.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3340,150,5.0,29249.0,161.0,983.6,6.1,36.0,1749.0,60.0,6,190.0,12.7,3500.0,340.0,1700.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3341,160,5.0,29402.0,150.0,909.1,6.6,36.0,1332.0,60.0,7,198.0,11.5,5500.0,270.0,1485.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3342,150,5.0,29599.0,141.0,1132.1,5.3,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1580.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3343,150,5.0,29784.0,160.0,983.6,6.1,36.0,1749.0,60.0,6,190.0,12.7,3500.0,340.0,1700.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3344,160,5.0,29802.0,154.0,882.4,6.8,36.0,1332.0,60.0,7,198.0,11.5,5500.0,270.0,1485.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3345,150,5.0,29987.0,141.0,1132.1,5.3,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1580.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3346,150,5.0,30277.0,148.0,1071.4,5.6,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1670.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3347,150,5.0,30599.0,161.0,983.6,6.1,36.0,1749.0,60.0,6,190.0,12.7,3500.0,340.0,1700.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3348,150,5.0,31496.0,150.0,1052.6,5.7,36.0,1749.0,60.0,6,190.0,12.7,3500.0,340.0,1645.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3349,150,5.0,31999.0,160.0,1000.0,6.0,36.0,1749.0,60.0,6,190.0,12.7,3500.0,340.0,1700.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3350,150,5.0,32407.0,154.0,1016.9,5.9,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1645.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3351,150,5.0,32635.0,153.0,1034.5,5.8,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1505.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3352,150,5.0,32775.0,160.0,1000.0,6.0,36.0,1749.0,60.0,6,190.0,12.7,3500.0,340.0,1700.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3353,150,5.0,33601.0,153.0,1034.5,5.8,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1670.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3354,160,5.0,34102.0,150.0,909.1,6.6,36.0,1332.0,60.0,7,198.0,11.5,5500.0,270.0,1485.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3355,150,5.0,34632.0,137.0,1153.8,5.2,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1580.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3356,150,5.0,34637.0,167.0,952.4,6.3,36.0,1749.0,60.0,6,190.0,12.7,3500.0,340.0,1700.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3357,150,5.0,35349.0,169.0,937.5,6.4,36.0,1749.0,60.0,6,190.0,12.7,3500.0,340.0,1700.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3358,150,5.0,35432.0,137.0,1153.8,5.2,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1580.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3359,150,5.0,36432.0,146.0,1071.4,5.6,36.0,1749.0,60.0,6,190.0,12.7,3500.0,340.0,1645.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3360,150,5.0,37232.0,150.0,1052.6,5.7,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1645.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3361,150,5.0,37632.0,151.0,1052.6,5.7,36.0,1749.0,60.0,6,194.0,10.7,3500.0,340.0,1505.0,4690.0,1820.0,1710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3362,110,5.0,14144.0,102.0,1066.7,4.5,24.0,1199.0,48.0,6,200.0,10.6,4500.0,195.0,1280.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3363,130,5.0,14690.0,102.0,1066.7,4.5,24.0,1199.0,48.0,6,215.0,10.1,5500.0,225.0,1280.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3364,110,5.0,14957.0,99.0,1116.3,4.3,24.0,1199.0,48.0,6,200.0,10.4,4500.0,195.0,1205.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,105,5.0,14987.0,91.0,1333.3,3.6,24.0,1496.0,48.0,6,195.0,11.0,3250.0,260.0,1296.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3366,122,5.0,15437.0,92.0,1333.3,3.6,24.0,1496.0,48.0,6,210.0,10.2,3250.0,285.0,1296.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,105,5.0,15577.0,91.0,1333.3,3.6,24.0,1496.0,48.0,6,200.0,10.8,3250.0,260.0,1320.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3368,130,5.0,15594.0,99.0,1116.3,4.3,24.0,1199.0,48.0,6,215.0,9.9,5500.0,225.0,1205.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3369,122,5.0,15962.0,92.0,1333.3,3.6,24.0,1496.0,48.0,6,210.0,10.4,3250.0,285.0,1320.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3370,110,5.0,22351.0,99.0,1116.3,4.3,24.0,1199.0,48.0,6,200.0,10.4,4500.0,195.0,1205.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,110,5.0,23351.0,102.0,1066.7,4.5,24.0,1199.0,48.0,6,200.0,10.6,4500.0,195.0,1280.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3372,105,5.0,24051.0,91.0,1333.3,3.6,24.0,1496.0,48.0,6,195.0,11.0,3250.0,260.0,1296.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,105,5.0,25051.0,91.0,1333.3,3.6,24.0,1496.0,48.0,6,200.0,10.8,3250.0,260.0,1320.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3374,130,5.0,25401.0,99.0,1116.3,4.3,24.0,1199.0,48.0,6,215.0,9.9,5500.0,225.0,1205.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3375,145,5.0,26201.0,99.0,1116.3,4.3,24.0,1199.0,48.0,6,220.0,9.4,4500.0,225.0,1205.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3376,130,5.0,26401.0,102.0,1066.7,4.5,24.0,1199.0,48.0,6,215.0,10.1,5500.0,225.0,1280.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3377,122,5.0,26901.0,92.0,1333.3,3.6,24.0,1496.0,48.0,6,210.0,10.2,3250.0,285.0,1296.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,145,5.0,27201.0,102.0,1066.7,4.5,24.0,1199.0,48.0,6,220.0,9.6,5500.0,225.0,1280.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3379,145,5.0,27701.0,115.0,979.6,4.9,24.0,1399.0,48.0,6,210.0,9.6,5000.0,236.0,1270.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,122,5.0,27901.0,92.0,1333.3,3.6,24.0,1496.0,48.0,6,210.0,10.4,3250.0,285.0,1320.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3381,145,5.0,28401.0,99.0,1116.3,4.3,24.0,1199.0,48.0,6,220.0,9.4,4500.0,225.0,1205.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3382,122,5.0,28601.0,109.0,1043.5,4.6,24.0,1496.0,48.0,9,210.0,10.2,3250.0,285.0,1230.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3383,145,5.0,28701.0,114.0,1000.0,4.8,24.0,1399.0,48.0,6,210.0,9.8,5000.0,236.0,1320.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3384,122,5.0,29101.0,92.0,1333.3,3.6,24.0,1496.0,48.0,6,210.0,10.2,3250.0,285.0,1296.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,145,5.0,29401.0,102.0,1066.7,4.5,24.0,1199.0,48.0,6,220.0,9.6,5500.0,225.0,1280.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3386,122,5.0,29601.0,112.0,1043.5,4.6,24.0,1496.0,48.0,9,210.0,10.4,3250.0,285.0,1320.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3387,145,5.0,29901.0,115.0,979.6,4.9,24.0,1399.0,48.0,6,210.0,9.6,5000.0,236.0,1270.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3388,122,5.0,30101.0,92.0,1333.3,3.6,24.0,1496.0,48.0,6,210.0,10.4,3250.0,285.0,1320.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3389,122,5.0,30801.0,109.0,1043.5,4.6,24.0,1496.0,48.0,9,210.0,10.2,3250.0,285.0,1230.0,4370.0,1809.0,1485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3390,145,5.0,30901.0,114.0,1000.0,4.8,24.0,1399.0,48.0,6,210.0,9.8,5000.0,236.0,1320.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3391,122,5.0,31801.0,112.0,1043.5,4.6,24.0,1496.0,48.0,9,210.0,10.4,3250.0,285.0,1320.0,4702.0,1809.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3392,75,4.0,11064.0,110.0,1250.0,4.0,24.0,1499.0,50.0,5,166.0,11.73076923076923,3500.0,230.0,1378.0,4403.0,1817.0,1796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3393,75,4.0,11415.0,110.0,1250.0,4.0,24.0,1499.0,50.0,5,148.0,11.73076923076923,3500.0,230.0,1378.0,4403.0,1817.0,1796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3394,100,5.0,11653.0,105.0,1190.5,4.2,24.0,1499.0,50.0,5,175.0,12.7,3500.0,250.0,1473.0,4403.0,1848.0,1796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3395,75,4.0,11688.0,110.0,1612.9,3.1,24.0,1499.0,50.0,5,166.0,11.73076923076923,3500.0,230.0,1378.0,4403.0,1817.0,1796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3396,110,5.0,11803.0,121.0,909.1,5.5,24.0,1199.0,50.0,6,175.0,11.9,5500.0,205.0,1473.0,4403.0,1848.0,1796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3397,100,4.0,11883.0,106.0,1612.9,3.1,24.0,1499.0,50.0,5,166.0,11.73076923076923,3750.0,250.0,1378.0,4403.0,1817.0,1796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3398,75,4.0,11922.0,110.0,1250.0,4.0,24.0,1499.0,50.0,5,148.0,11.73076923076923,3500.0,230.0,1378.0,4403.0,1817.0,1796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3399,100,4.0,12234.0,106.0,1612.9,3.1,24.0,1499.0,50.0,5,166.0,11.73076923076923,3750.0,250.0,1378.0,4403.0,1817.0,1796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
